GEOIDFQ,Name,Geography type,Date,Historical,Forecast,Confidence limit (upper),Confidence limit (lower),Source,Vintage year
1600000US3931304,Grandview Heights,JURIS,2024-01-01,9038,,,,MORPC,2025
1600000US3931304,Grandview Heights,JURIS,2025-07-01,,9635,,,MORPC,2024
1600000US3931304,Grandview Heights,JURIS,2030-07-01,,10494,,,MORPC,2024
1600000US3931304,Grandview Heights,JURIS,2035-07-01,,11413,,,MORPC,2024
1600000US3931304,Grandview Heights,JURIS,2040-07-01,,11480,,,MORPC,2024
1600000US3931304,Grandview Heights,JURIS,2045-07-01,,11521,,,MORPC,2024
1600000US3931304,Grandview Heights,JURIS,2050-07-01,,11578,,,MORPC,2024
1600000US3931402,Granville,JURIS,2024-01-01,6064,,,,MORPC,2025
1600000US3931402,Granville,JURIS,2025-07-01,,7028,,,MORPC,2024
1600000US3931402,Granville,JURIS,2030-07-01,,7631,,,MORPC,2024
1600000US3931402,Granville,JURIS,2035-07-01,,8588,,,MORPC,2024
1600000US3931402,Granville,JURIS,2040-07-01,,9144,,,MORPC,2024
1600000US3931402,Granville,JURIS,2045-07-01,,9449,,,MORPC,2024
1600000US3931402,Granville,JURIS,2050-07-01,,9750,,,MORPC,2024
0700000US390893141699999,Granville Township (Licking),JURIS,2024-01-01,4395,,,,MORPC,2025
0700000US390893141699999,Granville Township (Licking),JURIS,2025-07-01,,4437,,,MORPC,2024
0700000US390893141699999,Granville Township (Licking),JURIS,2030-07-01,,4754,,,MORPC,2024
0700000US390893141699999,Granville Township (Licking),JURIS,2035-07-01,,5315,,,MORPC,2024
0700000US390893141699999,Granville Township (Licking),JURIS,2040-07-01,,5628,,,MORPC,2024
0700000US390893141699999,Granville Township (Licking),JURIS,2045-07-01,,5805,,,MORPC,2024
0700000US390893141699999,Granville Township (Licking),JURIS,2050-07-01,,5999,,,MORPC,2024
0700000US390733178099999,Green Township (Hocking),JURIS,2024-01-01,2585,,,,MORPC,2025
0700000US390453206099999,Greenfield Township (Fairfield),JURIS,2024-01-01,5280,,,,MORPC,2025
0700000US390453206099999,Greenfield Township (Fairfield),JURIS,2025-07-01,,5847,,,MORPC,2024
0700000US390453206099999,Greenfield Township (Fairfield),JURIS,2030-07-01,,6216,,,MORPC,2024
0700000US390453206099999,Greenfield Township (Fairfield),JURIS,2035-07-01,,6673,,,MORPC,2024
0700000US390453206099999,Greenfield Township (Fairfield),JURIS,2040-07-01,,7098,,,MORPC,2024
0700000US390453206099999,Greenfield Township (Fairfield),JURIS,2045-07-01,,7512,,,MORPC,2024
0700000US390453206099999,Greenfield Township (Fairfield),JURIS,2050-07-01,,7961,,,MORPC,2024
1600000US3932592,Grove City,JURIS,2024-01-01,42740,,,,MORPC,2025
1600000US3932592,Grove City,JURIS,2025-07-01,,41497,,,MORPC,2024
1600000US3932592,Grove City,JURIS,2030-07-01,,41646,,,MORPC,2024
1600000US3932592,Grove City,JURIS,2035-07-01,,42047,,,MORPC,2024
1600000US3932592,Grove City,JURIS,2040-07-01,,42251,,,MORPC,2024
1600000US3932592,Grove City,JURIS,2045-07-01,,42464,,,MORPC,2024
1600000US3932592,Grove City,JURIS,2050-07-01,,42734,,,MORPC,2024
1600000US3932606,Groveport,JURIS,2024-01-01,6025,,,,MORPC,2025
1600000US3932606,Groveport,JURIS,2025-07-01,,6011,,,MORPC,2024
1600000US3932606,Groveport,JURIS,2030-07-01,,6033,,,MORPC,2024
1600000US3932606,Groveport,JURIS,2035-07-01,,6122,,,MORPC,2024
1600000US3932606,Groveport,JURIS,2040-07-01,,6226,,,MORPC,2024
1600000US3932606,Groveport,JURIS,2045-07-01,,6328,,,MORPC,2024
1600000US3932606,Groveport,JURIS,2050-07-01,,6500,,,MORPC,2024
0700000US390493302699999,Hamilton Township (Franklin),JURIS,2024-01-01,4415,,,,MORPC,2025
0700000US390493302699999,Hamilton Township (Franklin),JURIS,2025-07-01,,5208,,,MORPC,2024
0700000US390493302699999,Hamilton Township (Franklin),JURIS,2030-07-01,,5220,,,MORPC,2024
0700000US390493302699999,Hamilton Township (Franklin),JURIS,2035-07-01,,5270,,,MORPC,2024
0700000US390493302699999,Hamilton Township (Franklin),JURIS,2040-07-01,,5342,,,MORPC,2024
0700000US390493302699999,Hamilton Township (Franklin),JURIS,2045-07-01,,5451,,,MORPC,2024
0700000US390493302699999,Hamilton Township (Franklin),JURIS,2050-07-01,,5563,,,MORPC,2024
0700000US390413351699999,Harlem Township (Delaware),JURIS,2024-01-01,4651,,,,MORPC,2025
0700000US390413351699999,Harlem Township (Delaware),JURIS,2025-07-01,,5147,,,MORPC,2024
0700000US390413351699999,Harlem Township (Delaware),JURIS,2030-07-01,,7092,,,MORPC,2024
0700000US390413351699999,Harlem Township (Delaware),JURIS,2035-07-01,,9992,,,MORPC,2024
0700000US390413351699999,Harlem Township (Delaware),JURIS,2040-07-01,,13418,,,MORPC,2024
0700000US390413351699999,Harlem Township (Delaware),JURIS,2045-07-01,,17045,,,MORPC,2024
0700000US390413351699999,Harlem Township (Delaware),JURIS,2050-07-01,,21295,,,MORPC,2024
0700000US391173360099999,Harmony Township (Morrow),JURIS,2024-01-01,2670,,,,MORPC,2025
0700000US391173360099999,Harmony Township (Morrow),JURIS,2025-07-01,,2858,,,MORPC,2024
0700000US391173360099999,Harmony Township (Morrow),JURIS,2030-07-01,,2909,,,MORPC,2024
0700000US391173360099999,Harmony Township (Morrow),JURIS,2035-07-01,,3001,,,MORPC,2024
0700000US391173360099999,Harmony Township (Morrow),JURIS,2040-07-01,,3074,,,MORPC,2024
0700000US391173360099999,Harmony Township (Morrow),JURIS,2045-07-01,,3140,,,MORPC,2024
0700000US391173360099999,Harmony Township (Morrow),JURIS,2050-07-01,,3226,,,MORPC,2024
0700000US390893389499999,Harrison Township (Licking),JURIS,2024-01-01,8367,,,,MORPC,2025
0700000US390893389499999,Harrison Township (Licking),JURIS,2025-07-01,,8179,,,MORPC,2024
0700000US390893389499999,Harrison Township (Licking),JURIS,2030-07-01,,8274,,,MORPC,2024
0700000US390893389499999,Harrison Township (Licking),JURIS,2035-07-01,,8510,,,MORPC,2024
0700000US390893389499999,Harrison Township (Licking),JURIS,2040-07-01,,8636,,,MORPC,2024
0700000US390893389499999,Harrison Township (Licking),JURIS,2045-07-01,,8737,,,MORPC,2024
0700000US390893389499999,Harrison Township (Licking),JURIS,2050-07-01,,8820,,,MORPC,2024
1600000US3934748,Heath,JURIS,2024-01-01,10721,,,,MORPC,2025
1600000US3934748,Heath,JURIS,2025-07-01,,10681,,,MORPC,2024
1600000US3934748,Heath,JURIS,2030-07-01,,10988,,,MORPC,2024
1600000US3934748,Heath,JURIS,2035-07-01,,11482,,,MORPC,2024
1600000US3934748,Heath,JURIS,2040-07-01,,11827,,,MORPC,2024
1600000US3934748,Heath,JURIS,2045-07-01,,12052,,,MORPC,2024
1600000US3934748,Heath,JURIS,2050-07-01,,12290,,,MORPC,2024
1600000US3934790,Hebron,JURIS,2024-01-01,2506,,,,MORPC,2025
1600000US3934790,Hebron,JURIS,2025-07-01,,2869,,,MORPC,2024
1600000US3934790,Hebron,JURIS,2030-07-01,,3120,,,MORPC,2024
1600000US3934790,Hebron,JURIS,2035-07-01,,3509,,,MORPC,2024
1600000US3934790,Hebron,JURIS,2040-07-01,,3754,,,MORPC,2024
1600000US3934790,Hebron,JURIS,2045-07-01,,3911,,,MORPC,2024
1600000US3934790,Hebron,JURIS,2050-07-01,,4055,,,MORPC,2024
0700000US390833546299999,Hilliar Township (Knox),JURIS,2024-01-01,2111,,,,MORPC,2025
0700000US390833546299999,Hilliar Township (Knox),JURIS,2025-07-01,,2579,,,MORPC,2024
0700000US390833546299999,Hilliar Township (Knox),JURIS,2030-07-01,,2603,,,MORPC,2024
0700000US390833546299999,Hilliar Township (Knox),JURIS,2035-07-01,,2623,,,MORPC,2024
0700000US390833546299999,Hilliar Township (Knox),JURIS,2040-07-01,,2636,,,MORPC,2024
0700000US390833546299999,Hilliar Township (Knox),JURIS,2045-07-01,,2619,,,MORPC,2024
0700000US390833546299999,Hilliar Township (Knox),JURIS,2050-07-01,,2594,,,MORPC,2024
1600000US3935476,Hilliard,JURIS,2024-01-01,37522,,,,MORPC,2025
1600000US3935476,Hilliard,JURIS,2025-07-01,,37601,,,MORPC,2024
1600000US3935476,Hilliard,JURIS,2030-07-01,,37778,,,MORPC,2024
1600000US3935476,Hilliard,JURIS,2035-07-01,,38291,,,MORPC,2024
1600000US3935476,Hilliard,JURIS,2040-07-01,,39104,,,MORPC,2024
1600000US3935476,Hilliard,JURIS,2045-07-01,,40236,,,MORPC,2024
1600000US3935476,Hilliard,JURIS,2050-07-01,,41634,,,MORPC,2024
0700000US390453581299999,Hocking Township (Fairfield),JURIS,2024-01-01,4899,,,,MORPC,2025
0700000US390453581299999,Hocking Township (Fairfield),JURIS,2025-07-01,,5318,,,MORPC,2024
0700000US390453581299999,Hocking Township (Fairfield),JURIS,2030-07-01,,5830,,,MORPC,2024
0700000US390453581299999,Hocking Township (Fairfield),JURIS,2035-07-01,,6498,,,MORPC,2024
0700000US390453581299999,Hocking Township (Fairfield),JURIS,2040-07-01,,7087,,,MORPC,2024
0700000US390453581299999,Hocking Township (Fairfield),JURIS,2045-07-01,,7701,,,MORPC,2024
0700000US390453581299999,Hocking Township (Fairfield),JURIS,2050-07-01,,8391,,,MORPC,2024
0700000US390833652699999,Howard Township (Knox),JURIS,2024-01-01,5930,,,,MORPC,2025
0700000US390833652699999,Howard Township (Knox),JURIS,2025-07-01,,6443,,,MORPC,2024
0700000US390833652699999,Howard Township (Knox),JURIS,2030-07-01,,6518,,,MORPC,2024
0700000US390833652699999,Howard Township (Knox),JURIS,2035-07-01,,6633,,,MORPC,2024
0700000US390833652699999,Howard Township (Knox),JURIS,2040-07-01,,6674,,,MORPC,2024
0700000US390833652699999,Howard Township (Knox),JURIS,2045-07-01,,6695,,,MORPC,2024
0700000US390833652699999,Howard Township (Knox),JURIS,2050-07-01,,6894,,,MORPC,2024
0700000US391413689099999,Huntington Township (Ross),JURIS,2024-01-01,5957,,,,MORPC,2025
0700000US390493777299999,Jackson Township (Franklin),JURIS,2024-01-01,4157,,,,MORPC,2025
0700000US390493777299999,Jackson Township (Franklin),JURIS,2025-07-01,,5410,,,MORPC,2024
0700000US390493777299999,Jackson Township (Franklin),JURIS,2030-07-01,,5414,,,MORPC,2024
0700000US390493777299999,Jackson Township (Franklin),JURIS,2035-07-01,,5442,,,MORPC,2024
0700000US390493777299999,Jackson Township (Franklin),JURIS,2040-07-01,,5489,,,MORPC,2024
0700000US390493777299999,Jackson Township (Franklin),JURIS,2045-07-01,,5543,,,MORPC,2024
0700000US390493777299999,Jackson Township (Franklin),JURIS,2050-07-01,,5690,,,MORPC,2024
0700000US391273796899999,Jackson Township (Perry),JURIS,2024-01-01,2051,,,,MORPC,2025
0700000US390493861299999,Jefferson Township (Franklin),JURIS,2024-01-01,14932,,,,MORPC,2025
0700000US390493861299999,Jefferson Township (Franklin),JURIS,2025-07-01,,15135,,,MORPC,2024
0700000US390493861299999,Jefferson Township (Franklin),JURIS,2030-07-01,,15150,,,MORPC,2024
0700000US390493861299999,Jefferson Township (Franklin),JURIS,2035-07-01,,15192,,,MORPC,2024
0700000US390493861299999,Jefferson Township (Franklin),JURIS,2040-07-01,,15270,,,MORPC,2024
0700000US390493861299999,Jefferson Township (Franklin),JURIS,2045-07-01,,15384,,,MORPC,2024
0700000US390493861299999,Jefferson Township (Franklin),JURIS,2050-07-01,,15572,,,MORPC,2024
0700000US390913868299999,Jefferson Township (Logan),JURIS,2024-01-01,2004,,,,MORPC,2025
0700000US390973869699999,Jefferson Township (Madison),JURIS,2024-01-01,3058,,,,MORPC,2025
0700000US390973869699999,Jefferson Township (Madison),JURIS,2025-07-01,,3550,,,MORPC,2024
0700000US390973869699999,Jefferson Township (Madison),JURIS,2030-07-01,,4010,,,MORPC,2024
0700000US390973869699999,Jefferson Township (Madison),JURIS,2035-07-01,,4414,,,MORPC,2024
0700000US390973869699999,Jefferson Township (Madison),JURIS,2040-07-01,,4741,,,MORPC,2024
0700000US390973869699999,Jefferson Township (Madison),JURIS,2045-07-01,,5076,,,MORPC,2024
0700000US390973869699999,Jefferson Township (Madison),JURIS,2050-07-01,,5400,,,MORPC,2024
0700000US391593904699999,Jerome Township (Union),JURIS,2024-01-01,12310,,,,MORPC,2025
0700000US391593904699999,Jerome Township (Union),JURIS,2025-07-01,,10028,,,MORPC,2024
0700000US391593904699999,Jerome Township (Union),JURIS,2030-07-01,,11011,,,MORPC,2024
0700000US391593904699999,Jerome Township (Union),JURIS,2035-07-01,,12156,,,MORPC,2024
0700000US391593904699999,Jerome Township (Union),JURIS,2040-07-01,,13183,,,MORPC,2024
0700000US391593904699999,Jerome Township (Union),JURIS,2045-07-01,,14260,,,MORPC,2024
0700000US391593904699999,Jerome Township (Union),JURIS,2050-07-01,,15321,,,MORPC,2024
0700000US390893910299999,Jersey Township (Licking),JURIS,2024-01-01,2167,,,,MORPC,2025
0700000US390893910299999,Jersey Township (Licking),JURIS,2025-07-01,,2330,,,MORPC,2024
0700000US390893910299999,Jersey Township (Licking),JURIS,2030-07-01,,2418,,,MORPC,2024
0700000US390893910299999,Jersey Township (Licking),JURIS,2035-07-01,,2609,,,MORPC,2024
0700000US390893910299999,Jersey Township (Licking),JURIS,2040-07-01,,2669,,,MORPC,2024
0700000US390893910299999,Jersey Township (Licking),JURIS,2045-07-01,,2704,,,MORPC,2024
0700000US390893910299999,Jersey Township (Licking),JURIS,2050-07-01,,2739,,,MORPC,2024
1600000US3939340,Johnstown,JURIS,2024-01-01,5541,,,,MORPC,2025
1600000US3939340,Johnstown,JURIS,2025-07-01,,6223,,,MORPC,2024
1600000US3939340,Johnstown,JURIS,2030-07-01,,6681,,,MORPC,2024
1600000US3939340,Johnstown,JURIS,2035-07-01,,7402,,,MORPC,2024
1600000US3939340,Johnstown,JURIS,2040-07-01,,7769,,,MORPC,2024
1600000US3939340,Johnstown,JURIS,2045-07-01,,7990,,,MORPC,2024
1600000US3939340,Johnstown,JURIS,2050-07-01,,8195,,,MORPC,2024
0700000US390414036299999,Kingston Township (Delaware),JURIS,2024-01-01,2423,,,,MORPC,2025
0700000US390414036299999,Kingston Township (Delaware),JURIS,2025-07-01,,2393,,,MORPC,2024
0700000US390414036299999,Kingston Township (Delaware),JURIS,2030-07-01,,2567,,,MORPC,2024
0700000US390414036299999,Kingston Township (Delaware),JURIS,2035-07-01,,2893,,,MORPC,2024
0700000US390414036299999,Kingston Township (Delaware),JURIS,2040-07-01,,3264,,,MORPC,2024
0700000US390414036299999,Kingston Township (Delaware),JURIS,2045-07-01,,3714,,,MORPC,2024
0700000US390414036299999,Kingston Township (Delaware),JURIS,2050-07-01,,4166,,,MORPC,2024
1600000US3941720,Lancaster,JURIS,2024-01-01,41257,,,,MORPC,2025
1600000US3941720,Lancaster,JURIS,2025-07-01,,40809,,,MORPC,2024
1600000US3941720,Lancaster,JURIS,2030-07-01,,41553,,,MORPC,2024
1600000US3941720,Lancaster,JURIS,2035-07-01,,42745,,,MORPC,2024
1600000US3941720,Lancaster,JURIS,2040-07-01,,43756,,,MORPC,2024
1600000US3941720,Lancaster,JURIS,2045-07-01,,44680,,,MORPC,2024
1600000US3941720,Lancaster,JURIS,2050-07-01,,45586,,,MORPC,2024
0700000US390414310699999,Liberty Township (Delaware),JURIS,2024-01-01,21473,,,,MORPC,2025
0700000US390414310699999,Liberty Township (Delaware),JURIS,2025-07-01,,20304,,,MORPC,2024
0700000US390414310699999,Liberty Township (Delaware),JURIS,2030-07-01,,22355,,,MORPC,2024
0700000US390414310699999,Liberty Township (Delaware),JURIS,2035-07-01,,25067,,,MORPC,2024
0700000US390414310699999,Liberty Township (Delaware),JURIS,2040-07-01,,27664,,,MORPC,2024
0700000US390414310699999,Liberty Township (Delaware),JURIS,2045-07-01,,30243,,,MORPC,2024
0700000US390414310699999,Liberty Township (Delaware),JURIS,2050-07-01,,32711,,,MORPC,2024
0700000US390454312099999,Liberty Township (Fairfield),JURIS,2024-01-01,5346,,,,MORPC,2025
0700000US390454312099999,Liberty Township (Fairfield),JURIS,2025-07-01,,5830,,,MORPC,2024
0700000US390454312099999,Liberty Township (Fairfield),JURIS,2030-07-01,,6525,,,MORPC,2024
0700000US390454312099999,Liberty Township (Fairfield),JURIS,2035-07-01,,7144,,,MORPC,2024
0700000US390454312099999,Liberty Township (Fairfield),JURIS,2040-07-01,,7739,,,MORPC,2024
0700000US390454312099999,Liberty Township (Fairfield),JURIS,2045-07-01,,8257,,,MORPC,2024
0700000US390454312099999,Liberty Township (Fairfield),JURIS,2050-07-01,,8744,,,MORPC,2024
0700000US390894323299999,Liberty Township (Licking),JURIS,2024-01-01,2822,,,,MORPC,2025
0700000US390894323299999,Liberty Township (Licking),JURIS,2025-07-01,,2564,,,MORPC,2024
0700000US390894323299999,Liberty Township (Licking),JURIS,2030-07-01,,2659,,,MORPC,2024
0700000US390894323299999,Liberty Township (Licking),JURIS,2035-07-01,,2878,,,MORPC,2024
0700000US390894323299999,Liberty Township (Licking),JURIS,2040-07-01,,3008,,,MORPC,2024
0700000US390894323299999,Liberty Township (Licking),JURIS,2045-07-01,,3096,,,MORPC,2024
0700000US390894323299999,Liberty Township (Licking),JURIS,2050-07-01,,3186,,,MORPC,2024
0700000US391414330299999,Liberty Township (Ross),JURIS,2024-01-01,2575,,,,MORPC,2025
0700000US391594335899999,Liberty Township (Union),JURIS,2024-01-01,2139,,,,MORPC,2025
0700000US391594335899999,Liberty Township (Union),JURIS,2025-07-01,,2181,,,MORPC,2024
0700000US391594335899999,Liberty Township (Union),JURIS,2030-07-01,,2308,,,MORPC,2024
0700000US391594335899999,Liberty Township (Union),JURIS,2035-07-01,,2423,,,MORPC,2024
0700000US391594335899999,Liberty Township (Union),JURIS,2040-07-01,,2524,,,MORPC,2024
0700000US391594335899999,Liberty Township (Union),JURIS,2045-07-01,,2640,,,MORPC,2024
0700000US391594335899999,Liberty Township (Union),JURIS,2050-07-01,,2788,,,MORPC,2024
0700000US390894345699999,Licking Township (Licking),JURIS,2024-01-01,4957,,,,MORPC,2025
0700000US390894345699999,Licking Township (Licking),JURIS,2025-07-01,,5069,,,MORPC,2024
0700000US390894345699999,Licking Township (Licking),JURIS,2030-07-01,,5241,,,MORPC,2024
0700000US390894345699999,Licking Township (Licking),JURIS,2035-07-01,,5589,,,MORPC,2024
0700000US390894345699999,Licking Township (Licking),JURIS,2040-07-01,,5772,,,MORPC,2024
0700000US390894345699999,Licking Township (Licking),JURIS,2045-07-01,,5897,,,MORPC,2024
0700000US390894345699999,Licking Township (Licking),JURIS,2050-07-01,,6025,,,MORPC,2024
1600000US3944086,Lithopolis,JURIS,2024-01-01,2599,,,,MORPC,2025
1600000US3944086,Lithopolis,JURIS,2025-07-01,,2439,,,MORPC,2024
1600000US3944086,Lithopolis,JURIS,2030-07-01,,2709,,,MORPC,2024
1600000US3944086,Lithopolis,JURIS,2035-07-01,,2962,,,MORPC,2024
1600000US3944086,Lithopolis,JURIS,2040-07-01,,3175,,,MORPC,2024
1600000US3944086,Lithopolis,JURIS,2045-07-01,,3382,,,MORPC,2024
1600000US3944086,Lithopolis,JURIS,2050-07-01,,3589,,,MORPC,2024
1600000US3944632,Logan,JURIS,2024-01-01,7244,,,,MORPC,2025
1600000US3944674,London,JURIS,2024-01-01,10402,,,,MORPC,2025
1600000US3944674,London,JURIS,2025-07-01,,10371,,,MORPC,2024
1600000US3944674,London,JURIS,2030-07-01,,10648,,,MORPC,2024
1600000US3944674,London,JURIS,2035-07-01,,11084,,,MORPC,2024
1600000US3944674,London,JURIS,2040-07-01,,11429,,,MORPC,2024
1600000US3944674,London,JURIS,2045-07-01,,11771,,,MORPC,2024
1600000US3944674,London,JURIS,2050-07-01,,12163,,,MORPC,2024
0700000US390494641099999,Madison Township (Franklin),JURIS,2024-01-01,10759,,,,MORPC,2025
0700000US390494641099999,Madison Township (Franklin),JURIS,2025-07-01,,11263,,,MORPC,2024
0700000US390494641099999,Madison Township (Franklin),JURIS,2030-07-01,,11284,,,MORPC,2024
0700000US390494641099999,Madison Township (Franklin),JURIS,2035-07-01,,11353,,,MORPC,2024
0700000US390494641099999,Madison Township (Franklin),JURIS,2040-07-01,,11463,,,MORPC,2024
0700000US390494641099999,Madison Township (Franklin),JURIS,2045-07-01,,11636,,,MORPC,2024
0700000US390494641099999,Madison Township (Franklin),JURIS,2050-07-01,,11901,,,MORPC,2024
0700000US390894650899999,Madison Township (Licking),JURIS,2024-01-01,3243,,,,MORPC,2025
0700000US390894650899999,Madison Township (Licking),JURIS,2025-07-01,,3318,,,MORPC,2024
0700000US390894650899999,Madison Township (Licking),JURIS,2030-07-01,,3503,,,MORPC,2024
0700000US390894650899999,Madison Township (Licking),JURIS,2035-07-01,,3861,,,MORPC,2024
0700000US390894650899999,Madison Township (Licking),JURIS,2040-07-01,,4088,,,MORPC,2024
0700000US390894650899999,Madison Township (Licking),JURIS,2045-07-01,,4242,,,MORPC,2024
0700000US390894650899999,Madison Township (Licking),JURIS,2050-07-01,,4408,,,MORPC,2024
1600000US3947754,Marion,JURIS,2024-01-01,35643,,,,MORPC,2025
1600000US3947754,Marion,JURIS,2025-07-01,,34963,,,MORPC,2024
1600000US3947754,Marion,JURIS,2030-07-01,,34848,,,MORPC,2024
1600000US3947754,Marion,JURIS,2035-07-01,,34929,,,MORPC,2024
1600000US3947754,Marion,JURIS,2040-07-01,,34858,,,MORPC,2024
1600000US3947754,Marion,JURIS,2045-07-01,,34726,,,MORPC,2024
1600000US3947754,Marion,JURIS,2050-07-01,,34592,,,MORPC,2024
0700000US390734774099999,Marion Township (Hocking),JURIS,2024-01-01,2443,,,,MORPC,2025
0700000US391014776899999,Marion Township (Marion),JURIS,2024-01-01,7706,,,,MORPC,2025
0700000US391014776899999,Marion Township (Marion),JURIS,2025-07-01,,8776,,,MORPC,2024
0700000US391014776899999,Marion Township (Marion),JURIS,2030-07-01,,8736,,,MORPC,2024
0700000US391014776899999,Marion Township (Marion),JURIS,2035-07-01,,8739,,,MORPC,2024
0700000US391014776899999,Marion Township (Marion),JURIS,2040-07-01,,8671,,,MORPC,2024
0700000US391014776899999,Marion Township (Marion),JURIS,2045-07-01,,8631,,,MORPC,2024
0700000US391014776899999,Marion Township (Marion),JURIS,2050-07-01,,8573,,,MORPC,2024
0700000US390894813299999,Mary Ann Township (Licking),JURIS,2024-01-01,2162,,,,MORPC,2025
0700000US390894813299999,Mary Ann Township (Licking),JURIS,2025-07-01,,2099,,,MORPC,2024
0700000US390894813299999,Mary Ann Township (Licking),JURIS,2030-07-01,,2099,,,MORPC,2024
0700000US390894813299999,Mary Ann Township (Licking),JURIS,2035-07-01,,2113,,,MORPC,2024
0700000US390894813299999,Mary Ann Township (Licking),JURIS,2040-07-01,,2119,,,MORPC,2024
0700000US390894813299999,Mary Ann Township (Licking),JURIS,2045-07-01,,2122,,,MORPC,2024
0700000US390894813299999,Mary Ann Township (Licking),JURIS,2050-07-01,,2125,,,MORPC,2024
1600000US3948160,Marysville,JURIS,2024-01-01,28679,,,,MORPC,2025
1600000US3948160,Marysville,JURIS,2025-07-01,,28005,,,MORPC,2024
1600000US3948160,Marysville,JURIS,2030-07-01,,29414,,,MORPC,2024
1600000US3948160,Marysville,JURIS,2035-07-01,,30809,,,MORPC,2024
1600000US3948160,Marysville,JURIS,2040-07-01,,31932,,,MORPC,2024
1600000US3948160,Marysville,JURIS,2045-07-01,,32981,,,MORPC,2024
1600000US3948160,Marysville,JURIS,2050-07-01,,33975,,,MORPC,2024
0700000US390495006499999,Mifflin Township (Franklin),JURIS,2024-01-01,2535,,,,MORPC,2025
0700000US390495006499999,Mifflin Township (Franklin),JURIS,2025-07-01,,3616,,,MORPC,2024
0700000US390495006499999,Mifflin Township (Franklin),JURIS,2030-07-01,,3718,,,MORPC,2024
0700000US390495006499999,Mifflin Township (Franklin),JURIS,2035-07-01,,3846,,,MORPC,2024
0700000US390495006499999,Mifflin Township (Franklin),JURIS,2040-07-01,,4055,,,MORPC,2024
0700000US390495006499999,Mifflin Township (Franklin),JURIS,2045-07-01,,4318,,,MORPC,2024
0700000US390495006499999,Mifflin Township (Franklin),JURIS,2050-07-01,,4692,,,MORPC,2024
1600000US3950862,Minerva Park,JURIS,2024-01-01,2216,,,,MORPC,2025
1600000US3950862,Minerva Park,JURIS,2025-07-01,,2061,,,MORPC,2024
1600000US3950862,Minerva Park,JURIS,2030-07-01,,2061,,,MORPC,2024
1600000US3950862,Minerva Park,JURIS,2035-07-01,,2061,,,MORPC,2024
1600000US3950862,Minerva Park,JURIS,2040-07-01,,2061,,,MORPC,2024
1600000US3950862,Minerva Park,JURIS,2045-07-01,,2061,,,MORPC,2024
1600000US3950862,Minerva Park,JURIS,2050-07-01,,2061,,,MORPC,2024
0700000US390835143699999,Monroe Township (Knox),JURIS,2024-01-01,2362,,,,MORPC,2025
0700000US390835143699999,Monroe Township (Knox),JURIS,2025-07-01,,2244,,,MORPC,2024
0700000US390835143699999,Monroe Township (Knox),JURIS,2030-07-01,,2404,,,MORPC,2024
0700000US390835143699999,Monroe Township (Knox),JURIS,2035-07-01,,2786,,,MORPC,2024
0700000US390835143699999,Monroe Township (Knox),JURIS,2040-07-01,,3074,,,MORPC,2024
0700000US390835143699999,Monroe Township (Knox),JURIS,2045-07-01,,3228,,,MORPC,2024
0700000US390835143699999,Monroe Township (Knox),JURIS,2050-07-01,,3314,,,MORPC,2024
0700000US390895145099999,Monroe Township (Licking),JURIS,2024-01-01,2622,,,,MORPC,2025
0700000US390895145099999,Monroe Township (Licking),JURIS,2025-07-01,,2583,,,MORPC,2024
0700000US390895145099999,Monroe Township (Licking),JURIS,2030-07-01,,2756,,,MORPC,2024
0700000US390895145099999,Monroe Township (Licking),JURIS,2035-07-01,,3090,,,MORPC,2024
0700000US390895145099999,Monroe Township (Licking),JURIS,2040-07-01,,3279,,,MORPC,2024
0700000US390895145099999,Monroe Township (Licking),JURIS,2045-07-01,,3404,,,MORPC,2024
0700000US390895145099999,Monroe Township (Licking),JURIS,2050-07-01,,3528,,,MORPC,2024
0700000US390835229099999,Morris Township (Knox),JURIS,2024-01-01,2118,,,,MORPC,2025
0700000US390835229099999,Morris Township (Knox),JURIS,2025-07-01,,2040,,,MORPC,2024
0700000US390835229099999,Morris Township (Knox),JURIS,2030-07-01,,2062,,,MORPC,2024
0700000US390835229099999,Morris Township (Knox),JURIS,2035-07-01,,2087,,,MORPC,2024
0700000US390835229099999,Morris Township (Knox),JURIS,2040-07-01,,2093,,,MORPC,2024
0700000US390835229099999,Morris Township (Knox),JURIS,2045-07-01,,2083,,,MORPC,2024
0700000US390835229099999,Morris Township (Knox),JURIS,2050-07-01,,2058,,,MORPC,2024
1600000US3952738,Mount Gilead,JURIS,2024-01-01,3583,,,,MORPC,2025
1600000US3952738,Mount Gilead,JURIS,2025-07-01,,3839,,,MORPC,2024
1600000US3952738,Mount Gilead,JURIS,2030-07-01,,3965,,,MORPC,2024
1600000US3952738,Mount Gilead,JURIS,2035-07-01,,4102,,,MORPC,2024
1600000US3952738,Mount Gilead,JURIS,2040-07-01,,4235,,,MORPC,2024
1600000US3952738,Mount Gilead,JURIS,2045-07-01,,4330,,,MORPC,2024
1600000US3952738,Mount Gilead,JURIS,2050-07-01,,4442,,,MORPC,2024
1600000US3953102,Mount Vernon,JURIS,2024-01-01,17135,,,,MORPC,2025
1600000US3953102,Mount Vernon,JURIS,2025-07-01,,18552,,,MORPC,2024
1600000US3953102,Mount Vernon,JURIS,2030-07-01,,19173,,,MORPC,2024
1600000US3953102,Mount Vernon,JURIS,2035-07-01,,19829,,,MORPC,2024
