POP,GEOIDFQ,SUMLEVEL,REFERENCE_PERIOD,REFERENCE_PERIOD_FREQ,VINTAGE_PERIOD,VINTAGE_PERIOD_FREQ,VALUE_TYPE,CONF_LEVEL,CONF_LIMIT_UPPER,CONF_LIMIT_LOWER,SOURCE,LAST_UPDATED
1716,0600000US3912921168,060,2011,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1667,0600000US3912921168,060,2012,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1712,0600000US3912921168,060,2012,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1646,0600000US3912921168,060,2013,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1711,0600000US3912921168,060,2013,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1644,0600000US3912921168,060,2014,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1726,0600000US3912921168,060,2014,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1640,0600000US3912921168,060,2015,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1744,0600000US3912921168,060,2015,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1627,0600000US3912921168,060,2016,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1750,0600000US3912921168,060,2016,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1613,0600000US3912921168,060,2017,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1757,0600000US3912921168,060,2017,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1604,0600000US3912921168,060,2018,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1769,0600000US3912921168,060,2018,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1594,0600000US3912921168,060,2019,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1778,0600000US3912921168,060,2019,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1596,0600000US3912921168,060,2020,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1600,0600000US3912921168,060,2020,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1614,0600000US3912921168,060,2021,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1619,0600000US3912921168,060,2021,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1637,0600000US3912921168,060,2022,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1614,0600000US3912921168,060,2022,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1657,0600000US3912921168,060,2023,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1635,0600000US3912921168,060,2023,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1661,0600000US3912921168,060,2024,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1560,0600000US3912921168,060,2025,Y-JUN,2024,,FORECAST,,,,MORPC,
1622,0600000US3912921168,060,2030,Y-JUN,2024,,FORECAST,,,,MORPC,
1699,0600000US3912921168,060,2035,Y-JUN,2024,,FORECAST,,,,MORPC,
1782,0600000US3912921168,060,2040,Y-JUN,2024,,FORECAST,,,,MORPC,
1864,0600000US3912921168,060,2045,Y-JUN,2024,,FORECAST,,,,MORPC,
1917,0600000US3912921168,060,2050,Y-JUN,2024,,FORECAST,,,,MORPC,
6443,0600000US3912933978,060,2000,Y-JUN,2012,,ESTIMATE,,,,CENINT,
6447,0600000US3912933978,060,2000,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
6492,0600000US3912933978,060,2001,Y-JUN,2012,,ESTIMATE,,,,CENINT,
6479,0600000US3912933978,060,2001,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
6626,0600000US3912933978,060,2002,Y-JUN,2012,,ESTIMATE,,,,CENINT,
6613,0600000US3912933978,060,2002,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
6671,0600000US3912933978,060,2003,Y-JUN,2012,,ESTIMATE,,,,CENINT,
6670,0600000US3912933978,060,2003,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
6811,0600000US3912933978,060,2004,Y-JUN,2012,,ESTIMATE,,,,CENINT,
6861,0600000US3912933978,060,2004,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
6972,0600000US3912933978,060,2005,Y-JUN,2012,,ESTIMATE,,,,CENINT,
7004,0600000US3912933978,060,2005,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
7159,0600000US3912933978,060,2006,Y-JUN,2012,,ESTIMATE,,,,CENINT,
7175,0600000US3912933978,060,2006,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
7305,0600000US3912933978,060,2007,Y-JUN,2012,,ESTIMATE,,,,CENINT,
7242,0600000US3912933978,060,2007,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
7410,0600000US3912933978,060,2008,Y-JUN,2012,,ESTIMATE,,,,CENINT,
7264,0600000US3912933978,060,2008,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
7500,0600000US3912933978,060,2009,Y-JUN,2012,,ESTIMATE,,,,CENINT,
7250,0600000US3912933978,060,2009,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
7616,0600000US3912933978,060,2010,Y-JUN,2024,,ESTIMATE,,,,CENINT,
7616,0600000US3912933978,060,2010,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
7651,0600000US3912933978,060,2011,Y-JUN,2024,,ESTIMATE,,,,CENINT,
7654,0600000US3912933978,060,2011,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
7649,0600000US3912933978,060,2012,Y-JUN,2024,,ESTIMATE,,,,CENINT,
7654,0600000US3912933978,060,2012,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
7658,0600000US3912933978,060,2013,Y-JUN,2024,,ESTIMATE,,,,CENINT,
7668,0600000US3912933978,060,2013,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
7729,0600000US3912933978,060,2014,Y-JUN,2024,,ESTIMATE,,,,CENINT,
7741,0600000US3912933978,060,2014,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
7836,0600000US3912933978,060,2015,Y-JUN,2024,,ESTIMATE,,,,CENINT,
7851,0600000US3912933978,060,2015,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
7861,0600000US3912933978,060,2016,Y-JUN,2024,,ESTIMATE,,,,CENINT,
7885,0600000US3912933978,060,2016,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
7912,0600000US3912933978,060,2017,Y-JUN,2024,,ESTIMATE,,,,CENINT,
7930,0600000US3912933978,060,2017,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
8082,0600000US3912933978,060,2018,Y-JUN,2024,,ESTIMATE,,,,CENINT,
8108,0600000US3912933978,060,2018,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
8193,0600000US3912933978,060,2019,Y-JUN,2024,,ESTIMATE,,,,CENINT,
8214,0600000US3912933978,060,2019,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
8303,0600000US3912933978,060,2020,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
8297,0600000US3912933978,060,2020,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
8423,0600000US3912933978,060,2021,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
8498,0600000US3912933978,060,2021,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
8763,0600000US3912933978,060,2022,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
9497,0600000US3912933978,060,2022,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
9088,0600000US3912933978,060,2023,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
9827,0600000US3912933978,060,2023,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
10173,0600000US3912933978,060,2024,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
9334,0600000US3912933978,060,2025,Y-JUN,2024,,FORECAST,,,,MORPC,
9960,0600000US3912933978,060,2030,Y-JUN,2024,,FORECAST,,,,MORPC,
10558,0600000US3912933978,060,2035,Y-JUN,2024,,FORECAST,,,,MORPC,
11084,0600000US3912933978,060,2040,Y-JUN,2024,,FORECAST,,,,MORPC,
11575,0600000US3912933978,060,2045,Y-JUN,2024,,FORECAST,,,,MORPC,
12036,0600000US3912933978,060,2050,Y-JUN,2024,,FORECAST,,,,MORPC,
924,0600000US3912937982,060,2000,Y-JUN,2012,,ESTIMATE,,,,CENINT,
917,0600000US3912937982,060,2000,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
935,0600000US3912937982,060,2001,Y-JUN,2012,,ESTIMATE,,,,CENINT,
913,0600000US3912937982,060,2001,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
959,0600000US3912937982,060,2002,Y-JUN,2012,,ESTIMATE,,,,CENINT,
950,0600000US3912937982,060,2002,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
970,0600000US3912937982,060,2003,Y-JUN,2012,,ESTIMATE,,,,CENINT,
961,0600000US3912937982,060,2003,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
994,0600000US3912937982,060,2004,Y-JUN,2012,,ESTIMATE,,,,CENINT,
992,0600000US3912937982,060,2004,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1022,0600000US3912937982,060,2005,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1033,0600000US3912937982,060,2005,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1053,0600000US3912937982,060,2006,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1053,0600000US3912937982,060,2006,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1079,0600000US3912937982,060,2007,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1071,0600000US3912937982,060,2007,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1098,0600000US3912937982,060,2008,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1082,0600000US3912937982,060,2008,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1115,0600000US3912937982,060,2009,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1113,0600000US3912937982,060,2009,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1143,0600000US3912937982,060,2010,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1145,0600000US3912937982,060,2010,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1137,0600000US3912937982,060,2011,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1149,0600000US3912937982,060,2011,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1124,0600000US3912937982,060,2012,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1145,0600000US3912937982,060,2012,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1113,0600000US3912937982,060,2013,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1144,0600000US3912937982,060,2013,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1112,0600000US3912937982,060,2014,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1153,0600000US3912937982,060,2014,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1114,0600000US3912937982,060,2015,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1165,0600000US3912937982,060,2015,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1108,0600000US3912937982,060,2016,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1171,0600000US3912937982,060,2016,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1107,0600000US3912937982,060,2017,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1175,0600000US3912937982,060,2017,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1104,0600000US3912937982,060,2018,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1182,0600000US3912937982,060,2018,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1103,0600000US3912937982,060,2019,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1190,0600000US3912937982,060,2019,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1106,0600000US3912937982,060,2020,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1106,0600000US3912937982,060,2020,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1119,0600000US3912937982,060,2021,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1117,0600000US3912937982,060,2021,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1133,0600000US3912937982,060,2022,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1115,0600000US3912937982,060,2022,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1148,0600000US3912937982,060,2023,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1132,0600000US3912937982,060,2023,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1148,0600000US3912937982,060,2024,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1190,0600000US3912937982,060,2025,Y-JUN,2024,,FORECAST,,,,MORPC,
1224,0600000US3912937982,060,2030,Y-JUN,2024,,FORECAST,,,,MORPC,
1262,0600000US3912937982,060,2035,Y-JUN,2024,,FORECAST,,,,MORPC,
1303,0600000US3912937982,060,2040,Y-JUN,2024,,FORECAST,,,,MORPC,
1358,0600000US3912937982,060,2045,Y-JUN,2024,,FORECAST,,,,MORPC,
1412,0600000US3912937982,060,2050,Y-JUN,2024,,FORECAST,,,,MORPC,
1444,0600000US3912946564,060,2000,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1470,0600000US3912946564,060,2000,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1420,0600000US3912946564,060,2001,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1472,0600000US3912946564,060,2001,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1415,0600000US3912946564,060,2002,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1501,0600000US3912946564,060,2002,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1391,0600000US3912946564,060,2003,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1502,0600000US3912946564,060,2003,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1387,0600000US3912946564,060,2004,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1514,0600000US3912946564,060,2004,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1387,0600000US3912946564,060,2005,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1531,0600000US3912946564,060,2005,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1391,0600000US3912946564,060,2006,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1556,0600000US3912946564,060,2006,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1387,0600000US3912946564,060,2007,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1584,0600000US3912946564,060,2007,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1375,0600000US3912946564,060,2008,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1595,0600000US3912946564,060,2008,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1361,0600000US3912946564,060,2009,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1596,0600000US3912946564,060,2009,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1369,0600000US3912946564,060,2010,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1362,0600000US3912946564,060,2010,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1402,0600000US3912946564,060,2011,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1364,0600000US3912946564,060,2011,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1428,0600000US3912946564,060,2012,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1366,0600000US3912946564,060,2012,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1458,0600000US3912946564,060,2013,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1365,0600000US3912946564,060,2013,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1500,0600000US3912946564,060,2014,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1383,0600000US3912946564,060,2014,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1543,0600000US3912946564,060,2015,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1394,0600000US3912946564,060,2015,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1580,0600000US3912946564,060,2016,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1404,0600000US3912946564,060,2016,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1616,0600000US3912946564,060,2017,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1411,0600000US3912946564,060,2017,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1659,0600000US3912946564,060,2018,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1421,0600000US3912946564,060,2018,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1695,0600000US3912946564,060,2019,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1431,0600000US3912946564,060,2019,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1731,0600000US3912946564,060,2020,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1732,0600000US3912946564,060,2020,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1755,0600000US3912946564,060,2021,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1753,0600000US3912946564,060,2021,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1776,0600000US3912946564,060,2022,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1751,0600000US3912946564,060,2022,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1802,0600000US3912946564,060,2023,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1774,0600000US3912946564,060,2023,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1802,0600000US3912946564,060,2024,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1744,0600000US3912946564,060,2025,Y-JUN,2024,,FORECAST,,,,MORPC,
1821,0600000US3912946564,060,2030,Y-JUN,2024,,FORECAST,,,,MORPC,
1900,0600000US3912946564,060,2035,Y-JUN,2024,,FORECAST,,,,MORPC,
1965,0600000US3912946564,060,2040,Y-JUN,2024,,FORECAST,,,,MORPC,
2040,0600000US3912946564,060,2045,Y-JUN,2024,,FORECAST,,,,MORPC,
2119,0600000US3912946564,060,2050,Y-JUN,2024,,FORECAST,,,,MORPC,
1153,0600000US3912951534,060,2000,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1166,0600000US3912951534,060,2000,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1149,0600000US3912951534,060,2001,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1189,0600000US3912951534,060,2001,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1160,0600000US3912951534,060,2002,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1202,0600000US3912951534,060,2002,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1156,0600000US3912951534,060,2003,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1219,0600000US3912951534,060,2003,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1169,0600000US3912951534,060,2004,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1236,0600000US3912951534,060,2004,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1184,0600000US3912951534,060,2005,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1270,0600000US3912951534,060,2005,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1204,0600000US3912951534,060,2006,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1304,0600000US3912951534,060,2006,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1217,0600000US3912951534,060,2007,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1337,0600000US3912951534,060,2007,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1223,0600000US3912951534,060,2008,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1349,0600000US3912951534,060,2008,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1227,0600000US3912951534,060,2009,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1355,0600000US3912951534,060,2009,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
1234,0600000US3912951534,060,2010,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1236,0600000US3912951534,060,2010,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1232,0600000US3912951534,060,2011,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1243,0600000US3912951534,060,2011,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1227,0600000US3912951534,060,2012,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1246,0600000US3912951534,060,2012,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1220,0600000US3912951534,060,2013,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1248,0600000US3912951534,060,2013,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1226,0600000US3912951534,060,2014,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1262,0600000US3912951534,060,2014,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1228,0600000US3912951534,060,2015,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1273,0600000US3912951534,060,2015,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1225,0600000US3912951534,060,2016,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1280,0600000US3912951534,060,2016,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1224,0600000US3912951534,060,2017,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1284,0600000US3912951534,060,2017,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1225,0600000US3912951534,060,2018,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1294,0600000US3912951534,060,2018,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1223,0600000US3912951534,060,2019,Y-JUN,2024,,ESTIMATE,,,,CENINT,
1299,0600000US3912951534,060,2019,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
1226,0600000US3912951534,060,2020,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1229,0600000US3912951534,060,2020,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1240,0600000US3912951534,060,2021,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1243,0600000US3912951534,060,2021,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1254,0600000US3912951534,060,2022,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1239,0600000US3912951534,060,2022,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1272,0600000US3912951534,060,2023,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
1254,0600000US3912951534,060,2023,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1276,0600000US3912951534,060,2024,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
1269,0600000US3912951534,060,2025,Y-JUN,2024,,FORECAST,,,,MORPC,
1309,0600000US3912951534,060,2030,Y-JUN,2024,,FORECAST,,,,MORPC,
1386,0600000US3912951534,060,2035,Y-JUN,2024,,FORECAST,,,,MORPC,
1456,0600000US3912951534,060,2040,Y-JUN,2024,,FORECAST,,,,MORPC,
1542,0600000US3912951534,060,2045,Y-JUN,2024,,FORECAST,,,,MORPC,
1633,0600000US3912951534,060,2050,Y-JUN,2024,,FORECAST,,,,MORPC,
901,0600000US3912953256,060,2000,Y-JUN,2012,,ESTIMATE,,,,CENINT,
909,0600000US3912953256,060,2000,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
892,0600000US3912953256,060,2001,Y-JUN,2012,,ESTIMATE,,,,CENINT,
914,0600000US3912953256,060,2001,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
894,0600000US3912953256,060,2002,Y-JUN,2012,,ESTIMATE,,,,CENINT,
926,0600000US3912953256,060,2002,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
885,0600000US3912953256,060,2003,Y-JUN,2012,,ESTIMATE,,,,CENINT,
916,0600000US3912953256,060,2003,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
888,0600000US3912953256,060,2004,Y-JUN,2012,,ESTIMATE,,,,CENINT,
943,0600000US3912953256,060,2004,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
893,0600000US3912953256,060,2005,Y-JUN,2012,,ESTIMATE,,,,CENINT,
975,0600000US3912953256,060,2005,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
903,0600000US3912953256,060,2006,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1016,0600000US3912953256,060,2006,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
906,0600000US3912953256,060,2007,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1034,0600000US3912953256,060,2007,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
904,0600000US3912953256,060,2008,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1056,0600000US3912953256,060,2008,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
900,0600000US3912953256,060,2009,Y-JUN,2012,,ESTIMATE,,,,CENINT,
1064,0600000US3912953256,060,2009,Y-JUN,2009,,ESTIMATE,,,,CENPEP,
889,0600000US3912953256,060,2010,Y-JUN,2024,,ESTIMATE,,,,CENINT,
891,0600000US3912953256,060,2010,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
886,0600000US3912953256,060,2011,Y-JUN,2024,,ESTIMATE,,,,CENINT,
900,0600000US3912953256,060,2011,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
879,0600000US3912953256,060,2012,Y-JUN,2024,,ESTIMATE,,,,CENINT,
904,0600000US3912953256,060,2012,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
868,0600000US3912953256,060,2013,Y-JUN,2024,,ESTIMATE,,,,CENINT,
900,0600000US3912953256,060,2013,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
861,0600000US3912953256,060,2014,Y-JUN,2024,,ESTIMATE,,,,CENINT,
907,0600000US3912953256,060,2014,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
860,0600000US3912953256,060,2015,Y-JUN,2024,,ESTIMATE,,,,CENINT,
917,0600000US3912953256,060,2015,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
855,0600000US3912953256,060,2016,Y-JUN,2024,,ESTIMATE,,,,CENINT,
921,0600000US3912953256,060,2016,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
848,0600000US3912953256,060,2017,Y-JUN,2024,,ESTIMATE,,,,CENINT,
923,0600000US3912953256,060,2017,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
841,0600000US3912953256,060,2018,Y-JUN,2024,,ESTIMATE,,,,CENINT,
927,0600000US3912953256,060,2018,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
836,0600000US3912953256,060,2019,Y-JUN,2024,,ESTIMATE,,,,CENINT,
932,0600000US3912953256,060,2019,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
834,0600000US3912953256,060,2020,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
833,0600000US3912953256,060,2020,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
844,0600000US3912953256,060,2021,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
842,0600000US3912953256,060,2021,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
855,0600000US3912953256,060,2022,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
838,0600000US3912953256,060,2022,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
864,0600000US3912953256,060,2023,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
849,0600000US3912953256,060,2023,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
860,0600000US3912953256,060,2024,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
712,0600000US3912953256,060,2025,Y-JUN,2024,,FORECAST,,,,MORPC,
745,0600000US3912953256,060,2030,Y-JUN,2024,,FORECAST,,,,MORPC,
797,0600000US3912953256,060,2035,Y-JUN,2024,,FORECAST,,,,MORPC,
828,0600000US3912953256,060,2040,Y-JUN,2024,,FORECAST,,,,MORPC,
882,0600000US3912953256,060,2045,Y-JUN,2024,,FORECAST,,,,MORPC,
931,0600000US3912953256,060,2050,Y-JUN,2024,,FORECAST,,,,MORPC,
