POP,GEOIDFQ,SUMLEVEL,REFERENCE_PERIOD,REFERENCE_PERIOD_FREQ,VINTAGE_PERIOD,VINTAGE_PERIOD_FREQ,VALUE_TYPE,CONF_LEVEL,CONF_LIMIT_UPPER,CONF_LIMIT_LOWER,SOURCE,LAST_UPDATED
54825,0500000US39041,050,1981,Y-JUN,1992,,ESTIMATE,,,,CENINT,
55722,0500000US39041,050,1982,Y-JUN,1992,,ESTIMATE,,,,CENINT,
56406,0500000US39041,050,1983,Y-JUN,1992,,ESTIMATE,,,,CENINT,
57053,0500000US39041,050,1984,Y-JUN,1992,,ESTIMATE,,,,CENINT,
58010,0500000US39041,050,1985,Y-JUN,1992,,ESTIMATE,,,,CENINT,
59497,0500000US39041,050,1986,Y-JUN,1992,,ESTIMATE,,,,CENINT,
60675,0500000US39041,050,1987,Y-JUN,1992,,ESTIMATE,,,,CENINT,
62996,0500000US39041,050,1988,Y-JUN,1992,,ESTIMATE,,,,CENINT,
65127,0500000US39041,050,1989,Y-JUN,1992,,ESTIMATE,,,,CENINT,
67450,0500000US39041,050,1990,Y-JUN,2005,,ESTIMATE,,,,CENINT,
70105,0500000US39041,050,1991,Y-JUN,2005,,ESTIMATE,,,,CENINT,
72237,0500000US39041,050,1992,Y-JUN,2005,,ESTIMATE,,,,CENINT,
75058,0500000US39041,050,1993,Y-JUN,2005,,ESTIMATE,,,,CENINT,
78704,0500000US39041,050,1994,Y-JUN,2005,,ESTIMATE,,,,CENINT,
82023,0500000US39041,050,1995,Y-JUN,2005,,ESTIMATE,,,,CENINT,
87024,0500000US39041,050,1996,Y-JUN,2005,,ESTIMATE,,,,CENINT,
92309,0500000US39041,050,1997,Y-JUN,2005,,ESTIMATE,,,,CENINT,
98115,0500000US39041,050,1998,Y-JUN,2005,,ESTIMATE,,,,CENINT,
103681,0500000US39041,050,1999,Y-JUN,2005,,ESTIMATE,,,,CENINT,
109355,0500000US39041,050,2000,Y-JUN,2005,,ESTIMATE,,,,CENINT,
111759,0500000US39041,050,2000,Y-JUN,2012,,ESTIMATE,,,,CENINT,
111658,0500000US39041,050,2000,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
118646,0500000US39041,050,2001,Y-JUN,2012,,ESTIMATE,,,,CENINT,
119087,0500000US39041,050,2001,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
126172,0500000US39041,050,2002,Y-JUN,2012,,ESTIMATE,,,,CENINT,
127032,0500000US39041,050,2002,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
133842,0500000US39041,050,2003,Y-JUN,2012,,ESTIMATE,,,,CENINT,
135148,0500000US39041,050,2003,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
141348,0500000US39041,050,2004,Y-JUN,2012,,ESTIMATE,,,,CENINT,
142183,0500000US39041,050,2004,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
149153,0500000US39041,050,2005,Y-JUN,2012,,ESTIMATE,,,,CENINT,
149453,0500000US39041,050,2005,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
156164,0500000US39041,050,2006,Y-JUN,2012,,ESTIMATE,,,,CENINT,
155871,0500000US39041,050,2006,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
161796,0500000US39041,050,2007,Y-JUN,2012,,ESTIMATE,,,,CENINT,
160911,0500000US39041,050,2007,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
166652,0500000US39041,050,2008,Y-JUN,2012,,ESTIMATE,,,,CENINT,
165135,0500000US39041,050,2008,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
170676,0500000US39041,050,2009,Y-JUN,2012,,ESTIMATE,,,,CENINT,
168512,0500000US39041,050,2009,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
175250,0500000US39041,050,2010,Y-JUN,2012,,ESTIMATE,,,,CENINT,
175149,0500000US39041,050,2010,Y-JUN,2024,,ESTIMATE,,,,CENINT,
172519,0500000US39041,050,2010,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
175238,0500000US39041,050,2010,Y-JUN,2011,,ESTIMATE,,,,CENPEP,
175265,0500000US39041,050,2010,Y-JUN,2012,,ESTIMATE,,,,CENPEP,
175217,0500000US39041,050,2010,Y-JUN,2013,,ESTIMATE,,,,CENPEP,
175108,0500000US39041,050,2010,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
175146,0500000US39041,050,2010,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
175148,0500000US39041,050,2010,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
175116,0500000US39041,050,2010,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
175098,0500000US39041,050,2010,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
175099,0500000US39041,050,2010,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
175114,0500000US39041,050,2010,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
178759,0500000US39041,050,2011,Y-JUN,2024,,ESTIMATE,,,,CENINT,
178341,0500000US39041,050,2011,Y-JUN,2011,,ESTIMATE,,,,CENPEP,
178617,0500000US39041,050,2011,Y-JUN,2012,,ESTIMATE,,,,CENPEP,
178637,0500000US39041,050,2011,Y-JUN,2013,,ESTIMATE,,,,CENPEP,
178537,0500000US39041,050,2011,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
178544,0500000US39041,050,2011,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
178526,0500000US39041,050,2011,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
178546,0500000US39041,050,2011,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
178517,0500000US39041,050,2011,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
178535,0500000US39041,050,2011,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
178584,0500000US39041,050,2011,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
181549,0500000US39041,050,2012,Y-JUN,2024,,ESTIMATE,,,,CENINT,
181061,0500000US39041,050,2012,Y-JUN,2012,,ESTIMATE,,,,CENPEP,
181188,0500000US39041,050,2012,Y-JUN,2013,,ESTIMATE,,,,CENPEP,
181147,0500000US39041,050,2012,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
181127,0500000US39041,050,2012,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
181128,0500000US39041,050,2012,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
181148,0500000US39041,050,2012,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
181124,0500000US39041,050,2012,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
181127,0500000US39041,050,2012,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
181234,0500000US39041,050,2012,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
186000,0500000US39041,050,2013,Y-JUN,2024,,ESTIMATE,,,,CENINT,
184979,0500000US39041,050,2013,Y-JUN,2013,,ESTIMATE,,,,CENPEP,
185202,0500000US39041,050,2013,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
185246,0500000US39041,050,2013,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
185225,0500000US39041,050,2013,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
185319,0500000US39041,050,2013,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
185383,0500000US39041,050,2013,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
185380,0500000US39041,050,2013,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
185545,0500000US39041,050,2013,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
190243,0500000US39041,050,2014,Y-JUN,2024,,ESTIMATE,,,,CENINT,
189113,0500000US39041,050,2014,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
189237,0500000US39041,050,2014,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
189282,0500000US39041,050,2014,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
189382,0500000US39041,050,2014,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
189451,0500000US39041,050,2014,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
189440,0500000US39041,050,2014,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
189649,0500000US39041,050,2014,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
194358,0500000US39041,050,2015,Y-JUN,2024,,ESTIMATE,,,,CENINT,
193013,0500000US39041,050,2015,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
192884,0500000US39041,050,2015,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
193179,0500000US39041,050,2015,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
193298,0500000US39041,050,2015,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
193391,0500000US39041,050,2015,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
193624,0500000US39041,050,2015,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
198317,0500000US39041,050,2016,Y-JUN,2024,,ESTIMATE,,,,CENINT,
196463,0500000US39041,050,2016,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
196777,0500000US39041,050,2016,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
196923,0500000US39041,050,2016,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
197144,0500000US39041,050,2016,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
197442,0500000US39041,050,2016,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
202171,0500000US39041,050,2017,Y-JUN,2024,,ESTIMATE,,,,CENINT,
200464,0500000US39041,050,2017,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
200542,0500000US39041,050,2017,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
200870,0500000US39041,050,2017,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
201157,0500000US39041,050,2017,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
206501,0500000US39041,050,2018,Y-JUN,2024,,ESTIMATE,,,,CENINT,
204826,0500000US39041,050,2018,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
205091,0500000US39041,050,2018,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
205347,0500000US39041,050,2018,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
211062,0500000US39041,050,2019,Y-JUN,2024,,ESTIMATE,,,,CENINT,
209177,0500000US39041,050,2019,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
209768,0500000US39041,050,2019,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
213554,0500000US39041,050,2020,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
215062,0500000US39041,050,2020,Y-JUN,2021,,ESTIMATE,,,,CENPEP,
215139,0500000US39041,050,2020,Y-JUN,2022,,ESTIMATE,,,,CENPEP,
215166,0500000US39041,050,2020,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
215162,0500000US39041,050,2020,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
220740,0500000US39041,050,2021,Y-JUN,2021,,ESTIMATE,,,,CENPEP,
221186,0500000US39041,050,2021,Y-JUN,2022,,ESTIMATE,,,,CENPEP,
221282,0500000US39041,050,2021,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
221304,0500000US39041,050,2021,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
216437,0500000US39041,050,2021,Y-DEC,2024,Y-DEC,ESTIMATE,,,,MORPC,2025-02-07
226296,0500000US39041,050,2022,Y-JUN,2022,,ESTIMATE,,,,CENPEP,
226526,0500000US39041,050,2022,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
227008,0500000US39041,050,2022,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
223588,0500000US39041,050,2022,Y-DEC,2024,Y-DEC,ESTIMATE,,,,MORPC,2025-02-07
231636,0500000US39041,050,2023,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
232732,0500000US39041,050,2023,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
226824,0500000US39041,050,2023,Y-DEC,2023,Y-DEC,ESTIMATE,,,,MORPC,2023-08-11
229170,0500000US39041,050,2023,Y-DEC,2024,Y-DEC,ESTIMATE,,,,MORPC,2025-02-07
237966,0500000US39041,050,2024,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
234305,0500000US39041,050,2024,Y-DEC,2024,Y-DEC,ESTIMATE,,,,MORPC,2024-12-03
237929,0500000US39041,050,2024,Y-JUN,2025,Y-JUL,ESTIMATE,,,,MORPC,2025-08-12
240722,0500000US39041,050,2025,Y-DEC,2025,Y-DEC,ESTIMATE,,,,MORPC,2025-05-06
247016,0500000US39041,050,2025,Y-JUN,2022,,FORECAST,0.8,248441,238464,MORPC,
277484,0500000US39041,050,2030,Y-JUN,2022,,FORECAST,0.8,287218,256467,MORPC,
310863,0500000US39041,050,2035,Y-JUN,2022,,FORECAST,0.8,329249,271216,MORPC,
340917,0500000US39041,050,2040,Y-JUN,2022,,FORECAST,0.8,373888,283357,MORPC,
369307,0500000US39041,050,2045,Y-JUN,2022,,FORECAST,0.8,420768,293257,MORPC,
397697,0500000US39041,050,2050,Y-JUN,2022,,FORECAST,0.8,469644,301161,MORPC,
95831,0500000US39045,050,1981,Y-JUN,1992,,ESTIMATE,,,,CENINT,
95772,0500000US39045,050,1982,Y-JUN,1992,,ESTIMATE,,,,CENINT,
95612,0500000US39045,050,1983,Y-JUN,1992,,ESTIMATE,,,,CENINT,
95823,0500000US39045,050,1984,Y-JUN,1992,,ESTIMATE,,,,CENINT,
96404,0500000US39045,050,1985,Y-JUN,1992,,ESTIMATE,,,,CENINT,
97525,0500000US39045,050,1986,Y-JUN,1992,,ESTIMATE,,,,CENINT,
99509,0500000US39045,050,1987,Y-JUN,1992,,ESTIMATE,,,,CENINT,
100877,0500000US39045,050,1988,Y-JUN,1992,,ESTIMATE,,,,CENINT,
102105,0500000US39045,050,1989,Y-JUN,1992,,ESTIMATE,,,,CENINT,
103945,0500000US39045,050,1990,Y-JUN,2005,,ESTIMATE,,,,CENINT,
106226,0500000US39045,050,1991,Y-JUN,2005,,ESTIMATE,,,,CENINT,
109166,0500000US39045,050,1992,Y-JUN,2005,,ESTIMATE,,,,CENINT,
111958,0500000US39045,050,1993,Y-JUN,2005,,ESTIMATE,,,,CENINT,
114396,0500000US39045,050,1994,Y-JUN,2005,,ESTIMATE,,,,CENINT,
117265,0500000US39045,050,1995,Y-JUN,2005,,ESTIMATE,,,,CENINT,
119272,0500000US39045,050,1996,Y-JUN,2005,,ESTIMATE,,,,CENINT,
121502,0500000US39045,050,1997,Y-JUN,2005,,ESTIMATE,,,,CENINT,
123967,0500000US39045,050,1998,Y-JUN,2005,,ESTIMATE,,,,CENINT,
126832,0500000US39045,050,1999,Y-JUN,2005,,ESTIMATE,,,,CENINT,
129313,0500000US39045,050,2000,Y-JUN,2005,,ESTIMATE,,,,CENINT,
123485,0500000US39045,050,2000,Y-JUN,2012,,ESTIMATE,,,,CENINT,
123469,0500000US39045,050,2000,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
126245,0500000US39045,050,2001,Y-JUN,2012,,ESTIMATE,,,,CENINT,
126050,0500000US39045,050,2001,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
129355,0500000US39045,050,2002,Y-JUN,2012,,ESTIMATE,,,,CENINT,
128975,0500000US39045,050,2002,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
132770,0500000US39045,050,2003,Y-JUN,2012,,ESTIMATE,,,,CENINT,
132172,0500000US39045,050,2003,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
136074,0500000US39045,050,2004,Y-JUN,2012,,ESTIMATE,,,,CENINT,
135213,0500000US39045,050,2004,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
138745,0500000US39045,050,2005,Y-JUN,2012,,ESTIMATE,,,,CENINT,
137630,0500000US39045,050,2005,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
141005,0500000US39045,050,2006,Y-JUN,2012,,ESTIMATE,,,,CENINT,
139659,0500000US39045,050,2006,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
142915,0500000US39045,050,2007,Y-JUN,2012,,ESTIMATE,,,,CENINT,
141429,0500000US39045,050,2007,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
144029,0500000US39045,050,2008,Y-JUN,2012,,ESTIMATE,,,,CENINT,
142404,0500000US39045,050,2008,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
145446,0500000US39045,050,2009,Y-JUN,2012,,ESTIMATE,,,,CENINT,
143663,0500000US39045,050,2009,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
146351,0500000US39045,050,2010,Y-JUN,2012,,ESTIMATE,,,,CENINT,
146399,0500000US39045,050,2010,Y-JUN,2024,,ESTIMATE,,,,CENINT,
144446,0500000US39045,050,2010,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
146381,0500000US39045,050,2010,Y-JUN,2011,,ESTIMATE,,,,CENPEP,
146385,0500000US39045,050,2010,Y-JUN,2012,,ESTIMATE,,,,CENPEP,
146401,0500000US39045,050,2010,Y-JUN,2013,,ESTIMATE,,,,CENPEP,
146391,0500000US39045,050,2010,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
146385,0500000US39045,050,2010,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
146408,0500000US39045,050,2010,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
146396,0500000US39045,050,2010,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
146399,0500000US39045,050,2010,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
146417,0500000US39045,050,2010,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
146408,0500000US39045,050,2010,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
147132,0500000US39045,050,2011,Y-JUN,2024,,ESTIMATE,,,,CENINT,
147066,0500000US39045,050,2011,Y-JUN,2011,,ESTIMATE,,,,CENPEP,
147355,0500000US39045,050,2011,Y-JUN,2012,,ESTIMATE,,,,CENPEP,
147328,0500000US39045,050,2011,Y-JUN,2013,,ESTIMATE,,,,CENPEP,
147319,0500000US39045,050,2011,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
147333,0500000US39045,050,2011,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
147328,0500000US39045,050,2011,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
147140,0500000US39045,050,2011,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
147141,0500000US39045,050,2011,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
147174,0500000US39045,050,2011,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
147180,0500000US39045,050,2011,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
147227,0500000US39045,050,2012,Y-JUN,2024,,ESTIMATE,,,,CENINT,
147474,0500000US39045,050,2012,Y-JUN,2012,,ESTIMATE,,,,CENPEP,
147509,0500000US39045,050,2012,Y-JUN,2013,,ESTIMATE,,,,CENPEP,
147446,0500000US39045,050,2012,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
147490,0500000US39045,050,2012,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
147500,0500000US39045,050,2012,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
147272,0500000US39045,050,2012,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
147279,0500000US39045,050,2012,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
147301,0500000US39045,050,2012,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
147314,0500000US39045,050,2012,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
148695,0500000US39045,050,2013,Y-JUN,2024,,ESTIMATE,,,,CENINT,
148867,0500000US39045,050,2013,Y-JUN,2013,,ESTIMATE,,,,CENPEP,
148797,0500000US39045,050,2013,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
148897,0500000US39045,050,2013,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
148900,0500000US39045,050,2013,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
148712,0500000US39045,050,2013,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
148783,0500000US39045,050,2013,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
148796,0500000US39045,050,2013,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
148820,0500000US39045,050,2013,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
150237,0500000US39045,050,2014,Y-JUN,2024,,ESTIMATE,,,,CENINT,
150381,0500000US39045,050,2014,Y-JUN,2014,,ESTIMATE,,,,CENPEP,
150432,0500000US39045,050,2014,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
150492,0500000US39045,050,2014,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
150309,0500000US39045,050,2014,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
150355,0500000US39045,050,2014,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
150360,0500000US39045,050,2014,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
150400,0500000US39045,050,2014,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
151109,0500000US39045,050,2015,Y-JUN,2024,,ESTIMATE,,,,CENINT,
151408,0500000US39045,050,2015,Y-JUN,2015,,ESTIMATE,,,,CENPEP,
151326,0500000US39045,050,2015,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
151197,0500000US39045,050,2015,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
151202,0500000US39045,050,2015,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
151254,0500000US39045,050,2015,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
151310,0500000US39045,050,2015,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
152590,0500000US39045,050,2016,Y-JUN,2024,,ESTIMATE,,,,CENINT,
152597,0500000US39045,050,2016,Y-JUN,2016,,ESTIMATE,,,,CENPEP,
152681,0500000US39045,050,2016,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
152656,0500000US39045,050,2016,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
152789,0500000US39045,050,2016,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
152829,0500000US39045,050,2016,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
154441,0500000US39045,050,2017,Y-JUN,2024,,ESTIMATE,,,,CENINT,
154733,0500000US39045,050,2017,Y-JUN,2017,,ESTIMATE,,,,CENPEP,
154557,0500000US39045,050,2017,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
154686,0500000US39045,050,2017,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
154718,0500000US39045,050,2017,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
155747,0500000US39045,050,2018,Y-JUN,2024,,ESTIMATE,,,,CENINT,
155782,0500000US39045,050,2018,Y-JUN,2018,,ESTIMATE,,,,CENPEP,
155982,0500000US39045,050,2018,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
156062,0500000US39045,050,2018,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
157349,0500000US39045,050,2019,Y-JUN,2024,,ESTIMATE,,,,CENINT,
157574,0500000US39045,050,2019,Y-JUN,2019,,ESTIMATE,,,,CENPEP,
157703,0500000US39045,050,2019,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
159709,0500000US39045,050,2020,Y-JUN,2020,,ESTIMATE,,,,CENPEP,
159357,0500000US39045,050,2020,Y-JUN,2021,,ESTIMATE,,,,CENPEP,
159443,0500000US39045,050,2020,Y-JUN,2022,,ESTIMATE,,,,CENPEP,
159448,0500000US39045,050,2020,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
159464,0500000US39045,050,2020,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
161064,0500000US39045,050,2021,Y-JUN,2021,,ESTIMATE,,,,CENPEP,
161182,0500000US39045,050,2021,Y-JUN,2022,,ESTIMATE,,,,CENPEP,
161209,0500000US39045,050,2021,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
161245,0500000US39045,050,2021,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
159773,0500000US39045,050,2021,Y-DEC,2024,Y-DEC,ESTIMATE,,,,MORPC,2025-02-07
162898,0500000US39045,050,2022,Y-JUN,2022,,ESTIMATE,,,,CENPEP,
162956,0500000US39045,050,2022,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
163166,0500000US39045,050,2022,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
161698,0500000US39045,050,2022,Y-DEC,2024,Y-DEC,ESTIMATE,,,,MORPC,2025-02-07
165360,0500000US39045,050,2023,Y-JUN,2023,,ESTIMATE,,,,CENPEP,
165630,0500000US39045,050,2023,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
162957,0500000US39045,050,2023,Y-DEC,2023,Y-DEC,ESTIMATE,,,,MORPC,2023-08-11
163848,0500000US39045,050,2023,Y-DEC,2024,Y-DEC,ESTIMATE,,,,MORPC,2025-02-07
167762,0500000US39045,050,2024,Y-JUN,2024,,ESTIMATE,,,,CENPEP,
166534,0500000US39045,050,2024,Y-DEC,2024,Y-DEC,ESTIMATE,,,,MORPC,2024-12-03
167803,0500000US39045,050,2024,Y-JUN,2025,Y-JUL,ESTIMATE,,,,MORPC,2025-08-12
168957,0500000US39045,050,2025,Y-DEC,2025,Y-DEC,ESTIMATE,,,,MORPC,2025-05-06
169183,0500000US39045,050,2025,Y-JUN,2022,,FORECAST,0.8,171704,163990,MORPC,
178449,0500000US39045,050,2030,Y-JUN,2022,,FORECAST,0.8,188541,164104,MORPC,
188820,0500000US39045,050,2035,Y-JUN,2022,,FORECAST,0.8,208055,161542,MORPC,
197928,0500000US39045,050,2040,Y-JUN,2022,,FORECAST,0.8,229705,156843,MORPC,
206404,0500000US39045,050,2045,Y-JUN,2022,,FORECAST,0.8,253189,150311,MORPC,
214880,0500000US39045,050,2050,Y-JUN,2022,,FORECAST,0.8,278304,142147,MORPC,
27180,0500000US39047,050,1981,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27235,0500000US39047,050,1982,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27452,0500000US39047,050,1983,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27242,0500000US39047,050,1984,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27301,0500000US39047,050,1985,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27331,0500000US39047,050,1986,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27300,0500000US39047,050,1987,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27345,0500000US39047,050,1988,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27441,0500000US39047,050,1989,Y-JUN,1992,,ESTIMATE,,,,CENINT,
27500,0500000US39047,050,1990,Y-JUN,2005,,ESTIMATE,,,,CENINT,
27777,0500000US39047,050,1991,Y-JUN,2005,,ESTIMATE,,,,CENINT,
27841,0500000US39047,050,1992,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28081,0500000US39047,050,1993,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28199,0500000US39047,050,1994,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28231,0500000US39047,050,1995,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28468,0500000US39047,050,1996,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28530,0500000US39047,050,1997,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28500,0500000US39047,050,1998,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28374,0500000US39047,050,1999,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28393,0500000US39047,050,2000,Y-JUN,2005,,ESTIMATE,,,,CENINT,
28495,0500000US39047,050,2000,Y-JUN,2012,,ESTIMATE,,,,CENINT,
28468,0500000US39047,050,2000,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
28310,0500000US39047,050,2001,Y-JUN,2012,,ESTIMATE,,,,CENINT,
28205,0500000US39047,050,2001,Y-JUN,2010,,ESTIMATE,,,,CENPEP,
