GEOIDFQ,YEAR,COUNTY,NAME,MUNITYPE,MEMBERCLASSINDIV,MEMBERCLASSCOUNTY,MEMBERINDIV,MEMBERCOUNTY
M110000US391010795899999,2024,Marion,Bowling Green,Township,RPC,CORPO,FALSE,TRUE
M110000US3910954101,2024,Marion,Caledonia,Village,RPC,CORPO,FALSE,TRUE
M110000US391011519699999,2024,Marion,Claridon,Township,RPC,CORPO,FALSE,TRUE
M110000US391013117899999,2024,Marion,Grand,Township,RPC,CORPO,FALSE,TRUE
M110000US391013119299999,2024,Marion,Grand Prairie,Township,RPC,CORPO,FALSE,TRUE
M110000US391013196299999,2024,Marion,Green Camp,Township,RPC,CORPO,FALSE,TRUE
M110000US3931948101,2024,Marion,Green Camp,Village,RPC,CORPO,FALSE,TRUE
M110000US3941902101,2024,Marion,La Rue,Village,RPC,CORPO,FALSE,TRUE
M110000US3947754101,2024,Marion,Marion,City,RPC,CORPO,FALSE,TRUE
M110000US391014776899999,2024,Marion,Marion,Township,RPC,CORPO,FALSE,TRUE
M110000US391015173099999,2024,Marion,Montgomery,Township,RPC,CORPO,FALSE,TRUE
M110000US3952276101,2024,Marion,Morral,Village,RPC,CORPO,FALSE,TRUE
M110000US3954152101,2024,Marion,New Bloomington,Village,RPC,CORPO,FALSE,TRUE
M110000US391016335299999,2024,Marion,Pleasant,Township,RPC,CORPO,FALSE,TRUE
M110000US391016479499999,2024,Marion,Prospect,Township,RPC,CORPO,FALSE,TRUE
M110000US3964780101,2024,Marion,Prospect,Village,RPC,CORPO,FALSE,TRUE
M110000US391016675499999,2024,Marion,Richland,Township,RPC,CORPO,FALSE,TRUE
M110000US391017024099999,2024,Marion,Salt Rock,Township,RPC,CORPO,FALSE,TRUE
M110000US391017107399999,2024,Marion,Scott,Township,RPC,CORPO,FALSE,TRUE
M110000US391017774299999,2024,Marion,Tully,Township,RPC,CORPO,FALSE,TRUE
M110000US391018051499999,2024,Marion,Waldo,Township,RPC,CORPO,FALSE,TRUE
M110000US3980500101,2024,Marion,Waldo,Village,RPC,CORPO,FALSE,TRUE
M110000US391170550899999,2024,Morrow,Bennington,Township,RPC,CORPO,FALSE,TRUE
M110000US391171124899999,2024,Morrow,Canaan,Township,RPC,CORPO,FALSE,TRUE
M110000US391171209899999,2024,Morrow,Cardington,Township,RPC,CORPO,FALSE,TRUE
M110000US3912084117,2024,Morrow,Cardington,Village,RPC,CORPO,FALSE,TRUE
M110000US391171403099999,2024,Morrow,Chester,Township,RPC,CORPO,FALSE,TRUE
M110000US3914114117,2024,Morrow,Chesterville,Village,RPC,CORPO,FALSE,TRUE
M110000US391171829499999,2024,Morrow,Congress,Township,RPC,CORPO,FALSE,TRUE
M110000US3924598117,2024,Morrow,Edison,Village,RPC,CORPO,FALSE,TRUE
M110000US391172837899999,2024,Morrow,Franklin,Township,RPC,CORPO,FALSE,TRUE
M110000US3929050117,2024,Morrow,Fulton,Village,RPC,CORPO,FALSE,TRUE
M110000US3929162117,2024,Morrow,Galion,City,RPC,CORPO,FALSE,TRUE
M110000US391173012899999,2024,Morrow,Gilead,Township,RPC,CORPO,FALSE,TRUE
M110000US391173360099999,2024,Morrow,Harmony,Township,RPC,CORPO,FALSE,TRUE
M110000US391174368099999,2024,Morrow,Lincoln,Township,RPC,CORPO,FALSE,TRUE
M110000US3947558117,2024,Morrow,Marengo,Village,RPC,CORPO,FALSE,TRUE
M110000US3952738117,2024,Morrow,Mount Gilead,Village,RPC,CORPO,FALSE,TRUE
M110000US391175622499999,2024,Morrow,North Bloomfield,Township,RPC,CORPO,FALSE,TRUE
M110000US391176198099999,2024,Morrow,Perry,Township,RPC,CORPO,FALSE,TRUE
M110000US391176226099999,2024,Morrow,Peru,Township,RPC,CORPO,FALSE,TRUE
M110000US391177306199999,2024,Morrow,South Bloomfield,Township,RPC,CORPO,FALSE,TRUE
M110000US3973950117,2024,Morrow,Sparta,Village,RPC,CORPO,FALSE,TRUE
M110000US391177760299999,2024,Morrow,Troy,Township,RPC,CORPO,FALSE,TRUE
M110000US391178150899999,2024,Morrow,Washington,Township,RPC,CORPO,FALSE,TRUE
M110000US391178345499999,2024,Morrow,Westfield,Township,RPC,CORPO,FALSE,TRUE
M110000US391270458499999,2024,Perry,Bearfield,Township,RPC,RPC,FALSE,TRUE
M110000US391271565899999,2024,Perry,Clayton,Township,RPC,RPC,FALSE,TRUE
M110000US391271635099999,2024,Perry,Coal,Township,RPC,RPC,FALSE,TRUE
M110000US3918770127,2024,Perry,Corning,Village,RPC,RPC,FALSE,TRUE
M110000US3919456127,2024,Perry,Crooksville,Village,RPC,RPC,FALSE,TRUE
M110000US3930436127,2024,Perry,Glenford,Village,RPC,RPC,FALSE,TRUE
M110000US391273396499999,2024,Perry,Harrison,Township,RPC,RPC,FALSE,TRUE
M110000US3934888127,2024,Perry,Hemlock,Village,RPC,RPC,FALSE,TRUE
M110000US391273638699999,2024,Perry,Hopewell,Township,RPC,RPC,FALSE,TRUE
M110000US391273796899999,2024,Perry,Jackson,Township,RPC,RPC,FALSE,TRUE
M110000US3939508127,2024,Perry,Junction City,Village,RPC,RPC,FALSE,TRUE
M110000US391274655099999,2024,Perry,Madison,Township,RPC,RPC,FALSE,TRUE
M110000US391275119899999,2024,Perry,Monday Creek,Township,RPC,RPC,FALSE,TRUE
M110000US391275152099999,2024,Perry,Monroe,Township,RPC,RPC,FALSE,TRUE
M110000US3954866127,2024,Perry,New Lexington,Village,RPC,RPC,TRUE,TRUE
M110000US3955552127,2024,Perry,New Straitsville,Village,RPC,RPC,FALSE,TRUE
M110000US391276268099999,2024,Perry,Pike,Township,RPC,RPC,FALSE,TRUE
M110000US391276336699999,2024,Perry,Pleasant,Township,RPC,RPC,FALSE,TRUE
M110000US391276576099999,2024,Perry,Reading,Township,RPC,RPC,FALSE,TRUE
M110000US3966222127,2024,Perry,Rendville,Village,RPC,RPC,FALSE,TRUE
M110000US3968560127,2024,Perry,Roseville,Village,RPC,RPC,FALSE,TRUE
M110000US391277022699999,2024,Perry,Salt Lick,Township,RPC,RPC,FALSE,TRUE
M110000US3971962127,2024,Perry,Shawnee,Village,RPC,RPC,FALSE,TRUE
M110000US3972977127,2024,Perry,Somerset,Village,RPC,RPC,TRUE,TRUE
M110000US391277665999999,2024,Perry,Thorn,Township,RPC,RPC,FALSE,TRUE
M110000US3976680127,2024,Perry,Thornville,Village,RPC,RPC,FALSE,TRUE
M110000US3902680129,2024,Pickaway,Ashville,Village,RPC,CORPO,TRUE,FALSE
M110000US3915070129,2024,Pickaway,Circleville,City,RPC,CORPO,TRUE,FALSE
M110000US391291507799999,2024,Pickaway,Circleville,Township,RPC,CORPO,FALSE,FALSE
M110000US3918070129,2024,Pickaway,Commercial Point,Village,RPC,CORPO,FALSE,FALSE
M110000US391292015699999,2024,Pickaway,Darby,Township,RPC,CORPO,FALSE,FALSE
M110000US3920212129,2024,Pickaway,Darbyville,Village,RPC,CORPO,FALSE,FALSE
M110000US391292116899999,2024,Pickaway,Deercreek,Township,RPC,CORPO,FALSE,FALSE
M110000US3933740129,2024,Pickaway,Harrisburg,Village,RPC,CORPO,FALSE,FALSE
M110000US391293397899999,2024,Pickaway,Harrison,Township,RPC,CORPO,FALSE,FALSE
M110000US391293798299999,2024,Pickaway,Jackson,Township,RPC,CORPO,FALSE,FALSE
M110000US3944310129,2024,Pickaway,Lockbourne,Village,RPC,CORPO,TRUE,FALSE
M110000US391294656499999,2024,Pickaway,Madison,Township,RPC,CORPO,FALSE,FALSE
M110000US391295153499999,2024,Pickaway,Monroe,Township,RPC,CORPO,FALSE,FALSE
M110000US391295325699999,2024,Pickaway,Muhlenberg,Township,RPC,CORPO,FALSE,FALSE
M110000US3954726129,2024,Pickaway,New Holland,Village,RPC,CORPO,FALSE,FALSE
M110000US391296200899999,2024,Pickaway,Perry,Township,RPC,CORPO,FALSE,FALSE
M110000US391296248499999,2024,Pickaway,Pickaway,Township,RPC,CORPO,FALSE,FALSE
M110000US391297018499999,2024,Pickaway,Saltcreek,Township,RPC,CORPO,FALSE,FALSE
M110000US391297087099999,2024,Pickaway,Scioto,Township,RPC,CORPO,FALSE,FALSE
M110000US3973068129,2024,Pickaway,South Bloomfield,Village,RPC,CORPO,TRUE,FALSE
M110000US3976148129,2024,Pickaway,Tarlton,Village,RPC,CORPO,FALSE,FALSE
M110000US391298059899999,2024,Pickaway,Walnut,Township,RPC,CORPO,FALSE,FALSE
M110000US391298155099999,2024,Pickaway,Washington,Township,RPC,CORPO,FALSE,FALSE
M110000US391298226499999,2024,Pickaway,Wayne,Township,RPC,CORPO,FALSE,FALSE
M110000US3985414129,2024,Pickaway,Williamsport,Village,RPC,CORPO,FALSE,FALSE
M110000US3900450141,2024,Ross,Adelphi,Village,RPC,RPC,FALSE,FALSE
M110000US3903604141,2024,Ross,Bainbridge,Village,RPC,RPC,FALSE,FALSE
M110000US391411001699999,2024,Ross,Buckskin,Township,RPC,RPC,FALSE,FALSE
M110000US3914184141,2024,Ross,Chillicothe,City,RPC,RPC,TRUE,FALSE
M110000US3915336141,2024,Ross,Clarksburg,Village,RPC,RPC,FALSE,FALSE
M110000US391411663099999,2024,Ross,Colerain,Township,RPC,RPC,FALSE,FALSE
M110000US391411823899999,2024,Ross,Concord,Township,RPC,RPC,FALSE,FALSE
M110000US391412122499999,2024,Ross,Deerfield,Township,RPC,RPC,FALSE,FALSE
M110000US3928182141,2024,Ross,Frankfort,Village,RPC,RPC,FALSE,FALSE
M110000US391412842099999,2024,Ross,Franklin,Township,RPC,RPC,FALSE,FALSE
M110000US391413182299999,2024,Ross,Green,Township,RPC,RPC,FALSE,FALSE
M110000US3932088141,2024,Ross,Greenfield,Village,RPC,RPC,FALSE,FALSE
M110000US391413400699999,2024,Ross,Harrison,Township,RPC,RPC,FALSE,FALSE
M110000US391413689099999,2024,Ross,Huntington,Township,RPC,RPC,FALSE,FALSE
M110000US391413880899999,2024,Ross,Jefferson,Township,RPC,RPC,FALSE,FALSE
M110000US3940376141,2024,Ross,Kingston,Village,RPC,RPC,FALSE,FALSE
M110000US391414330299999,2024,Ross,Liberty,Township,RPC,RPC,FALSE,FALSE
M110000US391415954299999,2024,Ross,Paint,Township,RPC,RPC,FALSE,FALSE
M110000US391416130899999,2024,Ross,Paxton,Township,RPC,RPC,FALSE,FALSE
M110000US391417089899999,2024,Ross,Scioto,Township,RPC,RPC,FALSE,FALSE
M110000US3973698141,2024,Ross,South Salem,Village,RPC,RPC,FALSE,FALSE
M110000US391417412999999,2024,Ross,Springfield,Township,RPC,RPC,FALSE,FALSE
M110000US391417800899999,2024,Ross,Twin,Township,RPC,RPC,FALSE,FALSE
M110000US391417854099999,2024,Ross,Union,Township,RPC,RPC,FALSE,FALSE
M110000US391590133699999,2024,Union,Allen,Township,RPC,CORPO,FALSE,TRUE
M110000US391591511299999,2024,Union,Claibourne,Township,RPC,CORPO,FALSE,TRUE
M110000US391592017099999,2024,Union,Darby,Township,RPC,CORPO,FALSE,TRUE
M110000US391592248499999,2024,Union,Dover,Township,RPC,CORPO,FALSE,TRUE
M110000US3922694159,2024,Union,Dublin,City,MPO,MPO,TRUE,TRUE
M110000US391593810899999,2024,Union,Jackson,Township,RPC,CORPO,FALSE,TRUE
M110000US391593904699999,2024,Union,Jerome,Township,MPO,MPO,TRUE,TRUE
M110000US391594249099999,2024,Union,Leesburg,Township,RPC,CORPO,FALSE,TRUE
M110000US391594335899999,2024,Union,Liberty,Township,RPC,CORPO,FALSE,TRUE
M110000US3946830159,2024,Union,Magnetic Springs,Village,RPC,CORPO,FALSE,TRUE
M110000US3948160159,2024,Union,Marysville,City,RPC,CORPO,TRUE,TRUE
M110000US3950218159,2024,Union,Milford Center,Village,RPC,CORPO,FALSE,TRUE
M110000US391595028899999,2024,Union,Millcreek,Township,RPC,CORPO,FALSE,TRUE
M110000US391595986499999,2024,Union,Paris,Township,RPC,CORPO,FALSE,TRUE
M110000US3963030159,2024,Union,Plain City,Village,RPC,CORPO,TRUE,TRUE
M110000US3966936159,2024,Union,Richwood,Village,RPC,CORPO,FALSE,TRUE
M110000US391597619499999,2024,Union,Taylor,Township,RPC,CORPO,FALSE,TRUE
M110000US391597858299999,2024,Union,Union,Township,RPC,CORPO,FALSE,TRUE
M110000US3978834159,2024,Union,Unionville Center,Village,RPC,CORPO,FALSE,TRUE
M110000US391598166299999,2024,Union,Washington,Township,RPC,CORPO,FALSE,TRUE
M110000US391598712299999,2024,Union,York,Township,RPC,CORPO,FALSE,TRUE
M110000US3902582041,2025,Delaware,Ashley,Village,MPO,MPO,FALSE,TRUE
M110000US390410577499999,2025,Delaware,Berkshire,Township,MPO,MPO,FALSE,TRUE
M110000US390410578899999,2025,Delaware,Berlin,Township,MPO,MPO,FALSE,TRUE
M110000US390410942899999,2025,Delaware,Brown,Township,MPO,MPO,FALSE,TRUE
M110000US3918000041,2025,Delaware,Columbus,City,MPO,MPO,TRUE,TRUE
M110000US390411814099999,2025,Delaware,Concord,Township,MPO,MPO,FALSE,TRUE
M110000US3921434041,2025,Delaware,Delaware,City,MPO,MPO,TRUE,TRUE
M110000US390412144899999,2025,Delaware,Delaware,Township,MPO,MPO,FALSE,TRUE
M110000US3922694041,2025,Delaware,Dublin,City,MPO,MPO,TRUE,TRUE
M110000US3929148041,2025,Delaware,Galena,Village,MPO,MPO,TRUE,TRUE
M110000US390412969499999,2025,Delaware,Genoa,Township,MPO,MPO,FALSE,TRUE
M110000US390413351699999,2025,Delaware,Harlem,Township,MPO,MPO,FALSE,TRUE
M110000US390414036299999,2025,Delaware,Kingston,Township,MPO,MPO,FALSE,TRUE
M110000US390414310699999,2025,Delaware,Liberty,Township,MPO,MPO,FALSE,TRUE
M110000US390414790899999,2025,Delaware,Marlboro,Township,MPO,MPO,FALSE,TRUE
M110000US390415861899999,2025,Delaware,Orange,Township,MPO,MPO,FALSE,TRUE
M110000US3958940041,2025,Delaware,Ostrander,Village,MPO,MPO,FALSE,TRUE
M110000US390415926299999,2025,Delaware,Oxford,Township,MPO,MPO,FALSE,TRUE
M110000US390416417899999,2025,Delaware,Porter,Township,MPO,MPO,FALSE,TRUE
M110000US3964486041,2025,Delaware,Powell,City,MPO,MPO,TRUE,TRUE
M110000US390416531299999,2025,Delaware,Radnor,Township,MPO,MPO,FALSE,TRUE
M110000US390417084299999,2025,Delaware,Scioto,Township,MPO,MPO,FALSE,TRUE
M110000US3971976041,2025,Delaware,Shawnee Hills,Village,MPO,MPO,TRUE,TRUE
M110000US3975602041,2025,Delaware,Sunbury,City,MPO,MPO,TRUE,TRUE
M110000US390417661799999,2025,Delaware,Thompson,Township,MPO,MPO,FALSE,TRUE
M110000US390417733699999,2025,Delaware,Trenton,Township,MPO,MPO,FALSE,TRUE
M110000US390417756099999,2025,Delaware,Troy,Township,MPO,MPO,FALSE,TRUE
M110000US3983342041,2025,Delaware,Westerville,City,MPO,MPO,TRUE,TRUE
M110000US390450163799999,2025,Fairfield,Amanda,Township,RPC,CORPO,FALSE,TRUE
M110000US3901630045,2025,Fairfield,Amanda,Village,RPC,CORPO,FALSE,TRUE
M110000US3903758045,2025,Fairfield,Baltimore,Village,RPC,CORPO,FALSE,TRUE
M110000US390450595699999,2025,Fairfield,Berne,Township,RPC,CORPO,FALSE,TRUE
M110000US390450695099999,2025,Fairfield,Bloom,Township,MPO,MPO,TRUE,TRUE
M110000US3908392045,2025,Fairfield,Bremen,Village,RPC,CORPO,FALSE,TRUE
M110000US3909890045,2025,Fairfield,Buckeye Lake,Village,RPC,CORPO,TRUE,TRUE
M110000US3911332045,2025,Fairfield,Canal Winchester,City,MPO,MPO,TRUE,TRUE
M110000US3912252045,2025,Fairfield,Carroll,Village,RPC,CORPO,FALSE,TRUE
M110000US390451568699999,2025,Fairfield,Clearcreek,Township,RPC,CORPO,FALSE,TRUE
M110000US3918000045,2025,Fairfield,Columbus,City,MPO,MPO,TRUE,TRUE
M110000US390453206099999,2025,Fairfield,Greenfield,Township,RPC,CORPO,FALSE,TRUE
M110000US390453581299999,2025,Fairfield,Hocking,Township,RPC,CORPO,FALSE,TRUE
M110000US3941720045,2025,Fairfield,Lancaster,City,RPC,CORPO,TRUE,TRUE
M110000US390454312099999,2025,Fairfield,Liberty,Township,RPC,CORPO,FALSE,TRUE
M110000US3944086045,2025,Fairfield,Lithopolis,Village,MPO,MPO,TRUE,TRUE
M110000US390454638299999,2025,Fairfield,Madison,Township,RPC,CORPO,FALSE,TRUE
M110000US3950400045,2025,Fairfield,Millersport,Village,RPC,CORPO,FALSE,TRUE
M110000US3962498045,2025,Fairfield,Pickerington,City,MPO,MPO,TRUE,TRUE
M110000US390456324099999,2025,Fairfield,Pleasant,Township,RPC,CORPO,FALSE,TRUE
M110000US3963716045,2025,Fairfield,Pleasantville,Village,RPC,CORPO,FALSE,TRUE
M110000US3966390045,2025,Fairfield,Reynoldsburg,City,MPO,MPO,TRUE,TRUE
M110000US390456668499999,2025,Fairfield,Richland,Township,RPC,CORPO,FALSE,TRUE
M110000US390456912099999,2025,Fairfield,Rush Creek,Township,RPC,CORPO,FALSE,TRUE
M110000US3969204045,2025,Fairfield,Rushville,Village,RPC,CORPO,FALSE,TRUE
M110000US3974916045,2025,Fairfield,Stoutsville,Village,RPC,CORPO,FALSE,TRUE
M110000US3975252045,2025,Fairfield,Sugar Grove,Village,RPC,CORPO,FALSE,TRUE
M110000US3976148045,2025,Fairfield,Tarlton,Village,RPC,CORPO,FALSE,TRUE
M110000US3976764045,2025,Fairfield,Thurston,Village,RPC,CORPO,FALSE,TRUE
M110000US390458020699999,2025,Fairfield,Violet,Township,MPO,MPO,TRUE,TRUE
M110000US390458057099999,2025,Fairfield,Walnut,Township,RPC,CORPO,FALSE,TRUE
M110000US3984182045,2025,Fairfield,West Rushville,Village,RPC,CORPO,FALSE,TRUE
M110000US3907188047,2025,Fayette,Bloomingburg,Village,RPC,RPC,FALSE,FALSE
M110000US390471815499999,2025,Fayette,Concord,Township,RPC,RPC,FALSE,FALSE
M110000US390473172499999,2025,Fayette,Green,Township,RPC,RPC,FALSE,FALSE
M110000US390473838899999,2025,Fayette,Jasper,Township,RPC,RPC,FALSE,FALSE
M110000US390473859899999,2025,Fayette,Jefferson,Township,RPC,RPC,FALSE,FALSE
M110000US3938920047,2025,Fayette,Jeffersonville,Village,RPC,RPC,FALSE,FALSE
M110000US390474639699999,2025,Fayette,Madison,Township,RPC,RPC,FALSE,FALSE
M110000US390474768499999,2025,Fayette,Marion,Township,RPC,RPC,FALSE,FALSE
M110000US3950316047,2025,Fayette,Milledgeville,Village,RPC,RPC,FALSE,FALSE
M110000US3954726047,2025,Fayette,New Holland,Village,RPC,RPC,FALSE,FALSE
M110000US3957918047,2025,Fayette,Octa,Village,RPC,RPC,FALSE,FALSE
M110000US390475948699999,2025,Fayette,Paint,Township,RPC,RPC,FALSE,FALSE
M110000US390476182699999,2025,Fayette,Perry,Township,RPC,RPC,FALSE,FALSE
M110000US390477831699999,2025,Fayette,Union,Township,RPC,RPC,FALSE,FALSE
M110000US3981718047,2025,Fayette,Washington Court House,City,RPC,RPC,FALSE,FALSE
M110000US390478216699999,2025,Fayette,Wayne,Township,RPC,RPC,FALSE,FALSE
M110000US3906278049,2025,Franklin,Bexley,City,MPO,MPO,TRUE,TRUE
M110000US390490692299999,2025,Franklin,Blendon,Township,MPO,MPO,TRUE,TRUE
M110000US3908532049,2025,Franklin,Brice,Village,MPO,MPO,FALSE,TRUE
M110000US390490944299999,2025,Franklin,Brown,Township,MPO,MPO,TRUE,TRUE
M110000US3911332049,2025,Franklin,Canal Winchester,City,MPO,MPO,TRUE,TRUE
M110000US390491611299999,2025,Franklin,Clinton,Township,MPO,MPO,TRUE,TRUE
M110000US3918000049,2025,Franklin,Columbus,City,MPO,MPO,TRUE,TRUE
M110000US3918070049,2025,Franklin,Commercial Point,Village,MPO,MPO,FALSE,TRUE
M110000US3922694049,2025,Franklin,Dublin,City,MPO,MPO,TRUE,TRUE
M110000US390492828099999,2025,Franklin,Franklin,Township,MPO,MPO,TRUE,TRUE
M110000US3929106049,2025,Franklin,Gahanna,City,MPO,MPO,TRUE,TRUE
M110000US3931304049,2025,Franklin,Grandview Heights,City,MPO,MPO,TRUE,TRUE
M110000US3932592049,2025,Franklin,Grove City,City,MPO,MPO,TRUE,TRUE
M110000US3932606049,2025,Franklin,Groveport,City,MPO,MPO,TRUE,TRUE
M110000US390493302699999,2025,Franklin,Hamilton,Township,MPO,MPO,FALSE,TRUE
M110000US3933740049,2025,Franklin,Harrisburg,Village,MPO,MPO,FALSE,TRUE
M110000US3935476049,2025,Franklin,Hilliard,City,MPO,MPO,TRUE,TRUE
M110000US390493777299999,2025,Franklin,Jackson,Township,MPO,MPO,TRUE,TRUE
M110000US390493861299999,2025,Franklin,Jefferson,Township,MPO,MPO,TRUE,TRUE
M110000US3944086049,2025,Franklin,Lithopolis,Village,MPO,MPO,TRUE,TRUE
M110000US3944310049,2025,Franklin,Lockbourne,Village,MPO,MPO,TRUE,TRUE
M110000US390494641099999,2025,Franklin,Madison,Township,MPO,MPO,TRUE,TRUE
M110000US3947474049,2025,Franklin,Marble Cliff,Village,MPO,MPO,TRUE,TRUE
M110000US390495006499999,2025,Franklin,Mifflin,Township,MPO,MPO,TRUE,TRUE
M110000US3950862049,2025,Franklin,Minerva Park,Village,MPO,MPO,TRUE,TRUE
M110000US3953970049,2025,Franklin,New Albany,City,MPO,MPO,TRUE,TRUE
M110000US390495734499999,2025,Franklin,Norwich,Township,MPO,MPO,FALSE,TRUE
M110000US3957862049,2025,Franklin,Obetz,City,MPO,MPO,TRUE,TRUE
M110000US390496184099999,2025,Franklin,Perry,Township,MPO,MPO,TRUE,TRUE
M110000US3962498049,2025,Franklin,Pickerington,City,MPO,MPO,TRUE,TRUE
M110000US390496297499999,2025,Franklin,Plain,Township,MPO,MPO,TRUE,TRUE
M110000US390496325499999,2025,Franklin,Pleasant,Township,MPO,MPO,FALSE,TRUE
M110000US390496457099999,2025,Franklin,Prairie,Township,MPO,MPO,TRUE,TRUE
M110000US3966390049,2025,Franklin,Reynoldsburg,City,MPO,MPO,TRUE,TRUE
M110000US3967440049,2025,Franklin,Riverlea,Village,MPO,MPO,TRUE,TRUE
M110000US390497178799999,2025,Franklin,Sharon,Township,MPO,MPO,FALSE,TRUE
M110000US390497771499999,2025,Franklin,Truro,Township,MPO,MPO,TRUE,TRUE
M110000US3979002049,2025,Franklin,Upper Arlington,City,MPO,MPO,TRUE,TRUE
M110000US3979100049,2025,Franklin,Urbancrest,Village,MPO,MPO,TRUE,TRUE
M110000US3979282049,2025,Franklin,Valleyview,Village,MPO,MPO,FALSE,TRUE
M110000US390498124299999,2025,Franklin,Washington,Township,MPO,MPO,TRUE,TRUE
M110000US3983342049,2025,Franklin,Westerville,City,MPO,MPO,TRUE,TRUE
M110000US3984742049,2025,Franklin,Whitehall,City,MPO,MPO,TRUE,TRUE
M110000US3986604049,2025,Franklin,Worthington,City,MPO,MPO,TRUE,TRUE
M110000US390730557899999,2025,Hocking,Benton,Township,RPC,RPC,FALSE,TRUE
M110000US3909834073,2025,Hocking,Buchtel,Village,RPC,RPC,FALSE,TRUE
M110000US390732648899999,2025,Hocking,Falls,Township,RPC,RPC,FALSE,TRUE
M110000US390733084299999,2025,Hocking,Good Hope,Township,RPC,RPC,FALSE,TRUE
M110000US390733178099999,2025,Hocking,Green,Township,RPC,RPC,FALSE,TRUE
M110000US390734205699999,2025,Hocking,Laurel,Township,RPC,RPC,FALSE,TRUE
M110000US3942084073,2025,Hocking,Laurelville,Village,RPC,RPC,FALSE,TRUE
M110000US3944632073,2025,Hocking,Logan,City,RPC,RPC,FALSE,TRUE
M110000US390734774099999,2025,Hocking,Marion,Township,RPC,RPC,FALSE,TRUE
M110000US3953410073,2025,Hocking,Murray City,Village,RPC,RPC,FALSE,TRUE
M110000US390736186899999,2025,Hocking,Perry,Township,RPC,RPC,FALSE,TRUE
M110000US390737014299999,2025,Hocking,Salt Creek,Township,RPC,RPC,FALSE,TRUE
M110000US390737440599999,2025,Hocking,Starr,Township,RPC,RPC,FALSE,TRUE
M110000US390738078099999,2025,Hocking,Ward,Township,RPC,RPC,FALSE,TRUE
M110000US390738135499999,2025,Hocking,Washington,Township,RPC,RPC,FALSE,TRUE
M110000US390830584499999,2025,Knox,Berlin,Township,RPC,CORPO,FALSE,TRUE
M110000US390830947099999,2025,Knox,Brown,Township,RPC,CORPO,FALSE,TRUE
M110000US390831059099999,2025,Knox,Butler,Township,RPC,CORPO,FALSE,TRUE
M110000US3913036083,2025,Knox,Centerburg,Village,RPC,CORPO,FALSE,TRUE
M110000US390831550499999,2025,Knox,Clay,Township,RPC,CORPO,FALSE,TRUE
M110000US390831614099999,2025,Knox,Clinton,Township,RPC,CORPO,FALSE,TRUE
M110000US390831668699999,2025,Knox,College,Township,RPC,CORPO,FALSE,TRUE
M110000US3920114083,2025,Knox,Danville,Village,RPC,CORPO,FALSE,TRUE
M110000US3928658083,2025,Knox,Fredericktown,Village,RPC,CORPO,FALSE,TRUE
M110000US3929246083,2025,Knox,Gambier,Village,RPC,CORPO,TRUE,TRUE
M110000US3929288083,2025,Knox,Gann,Village,RPC,CORPO,FALSE,TRUE
M110000US390833388099999,2025,Knox,Harrison,Township,RPC,CORPO,FALSE,TRUE
M110000US390833546299999,2025,Knox,Hilliar,Township,RPC,CORPO,FALSE,TRUE
M110000US390833652699999,2025,Knox,Howard,Township,RPC,CORPO,FALSE,TRUE
M110000US390833787099999,2025,Knox,Jackson,Township,RPC,CORPO,FALSE,TRUE
M110000US390833866899999,2025,Knox,Jefferson,Township,RPC,CORPO,FALSE,TRUE
M110000US390834321899999,2025,Knox,Liberty,Township,RPC,CORPO,FALSE,TRUE
M110000US3948090083,2025,Knox,Martinsburg,Village,RPC,CORPO,FALSE,TRUE
M110000US390834965899999,2025,Knox,Middlebury,Township,RPC,CORPO,FALSE,TRUE
M110000US390835020499999,2025,Knox,Milford,Township,RPC,CORPO,FALSE,TRUE
M110000US390835033099999,2025,Knox,Miller,Township,RPC,CORPO,FALSE,TRUE
M110000US390835143699999,2025,Knox,Monroe,Township,RPC,CORPO,FALSE,TRUE
M110000US390835210899999,2025,Knox,Morgan,Township,RPC,CORPO,FALSE,TRUE
M110000US390835229099999,2025,Knox,Morris,Township,RPC,CORPO,FALSE,TRUE
M110000US3953102083,2025,Knox,Mount Vernon,City,RPC,CORPO,TRUE,TRUE
M110000US390836265299999,2025,Knox,Pike,Township,RPC,CORPO,FALSE,TRUE
M110000US390836331099999,2025,Knox,Pleasant,Township,RPC,CORPO,FALSE,TRUE
M110000US390837835899999,2025,Knox,Union,Township,RPC,CORPO,FALSE,TRUE
M110000US3979114083,2025,Knox,Utica,Village,RPC,CORPO,FALSE,TRUE
M110000US390838219499999,2025,Knox,Wayne,Township,RPC,CORPO,FALSE,TRUE
M110000US3901154089,2025,Licking,Alexandria,Village,RPC,RPC,TRUE,TRUE
M110000US390890549499999,2025,Licking,Bennington,Township,RPC,RPC,FALSE,TRUE
M110000US390890794499999,2025,Licking,Bowling Green,Township,RPC,RPC,FALSE,TRUE
M110000US3909890089,2025,Licking,Buckeye Lake,Village,RPC,RPC,TRUE,TRUE
M110000US390891036699999,2025,Licking,Burlington,Township,RPC,RPC,FALSE,TRUE
M110000US390892433299999,2025,Licking,Eden,Township,RPC,RPC,FALSE,TRUE
M110000US390892569099999,2025,Licking,Etna,Township,MPO,MPO,TRUE,TRUE
M110000US390892653099999,2025,Licking,Fallsbury,Township,RPC,RPC,FALSE,TRUE
M110000US390892833699999,2025,Licking,Franklin,Township,RPC,RPC,FALSE,TRUE
